"HHID","PID","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18","h2q1"
"2113000903","211300090304",2,"211300090302",1,3,,,,10,11,1,1,2,30,1000,10000,2400,0,,1000,14400,1,1,3,
"2113000905","211300090506",2,"211300090501",4,3,,,,16,30,1,1,6,40,25000,19000,51000,0,,50000,145000,1,1,3,
"2113000905","211300090505",2,"211300090501",4,2,,99,12,,,,,,,,,,,,,,,,,
"2113000905","211300090509",2,"211300090501",4,2,,34,10,,,,,,,,,,,,,,,,,
"2113000905","211300090504",2,"211300090501",4,2,,17,13,,,,,,,,,,,,,,,,,
"2113000905","211300090501",1,,4,2,,16,12,,,,,,,,,,,,,,,,,
"2113000905","211300090513",2,"211300090501",4,3,,,,13,14,1,1,1,25,10000,5000,10000,0,,30000,55000,1,1,3,
"2113000905","211300090502",2,"211300090501",1,2,,12,9,,,,,,,,,,,,,,,,,
"2113000905","211300090503",2,"211300090501",4,2,,16,11,,,,,,,,,,,,,,,,,
"2113000905","211300090507",2,"211300090501",4,3,,,,14,15,1,1,,,10000,6000,25000,0,,0,41000,1,1,3,
"211300090503","21130009050305",2,"21130009050302",1,1,96,,,,,,,,,,,,,,,,,,,
"211300090503","2113000905030",2,"21130009050302",4,2,,41,3,,,,,,,,,,,,,,,,,
"211300090503","21130009050302",1,,4,2,,16,13,,,,,,,,,,,,,,,,,
"211300090503","21130009050304",2,"21130009050302",4,3,,,,13,14,1,1,2,40,3000,0,12000,0,,6500,21500,1,1,3,
"211300090504","21130009050401",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"211300090504","21130009050405",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"2113000906","211300090602",2,"211300090605",4,2,,41,3,,,,,,,,,,,,,,,,,
"2113000906","211300090608",2,"211300090605",1,3,,,,1,10,1,1,3,60,3000,0,12000,0,,0,15000,1,1,3,
"2113000906","211300090607",2,"211300090605",1,3,,,,11,12,1,1,3,30,42000,0,15000,0,,8500,65500,1,1,3,
"2113000906","211300090606",2,"211300090605",4,2,,17,3,,,,,,,,,,,,,,,,,
"2113000906","211300090605",1,,4,2,,31,3,,,,,,,,,,,,,,,,,
"2113000906","211300090603",2,"211300090605",4,3,,,,13,14,1,1,3,60,42000,0,30000,0,,8500,80500,1,1,3,
"2113000906","211300090601",1,,1,1,4,,,,,,,,,,,,,,,,,,,
"2113000907","211300090707",2,"211300090703",1,3,,,,1,10,1,1,1,40,3000,0,7200,0,,1000,11200,1,1,3,
"2113000907","211300090701",2,"211300090703",1,2,,12,9,,,,,,,,,,,,,,,,,
"2113000907","211300090703",1,,4,2,,15,13,,,,,,,,,,,,,,,,,
"2113000907","211300090704",2,"211300090703",4,3,,,,15,16,1,1,1,40,0,5000,45000,0,,25000,75000,1,1,3,
"2113000908","211300090803",2,"211300090801",4,3,,,,33,32,2,3,,,468000,35000,111000,15000,0,60000,689000,2,,,
"2113000908","211300090802",2,"211300090801",4,2,,14,3,,,,,,,,,,,,,,,,,
"2113000908","211300090807",2,"211300090801",1,3,,,,1,10,1,1,2,30,6000,5000,3000,0,,6000,20000,1,1,3,
"2113000908","211300090801",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"2113000909","211300090903",2,"211300090904",4,2,,33,13,,,,,,,,,,,,,,,,,
"2113000909","211300090905",2,"211300090904",1,3,,,,1,10,1,1,1,20,5000,7000,4800,0,,0,16800,1,1,3,
"2113000909","211300090910",2,"211300090904",4,3,,,,61,61,1,2,,,2800000,0,0,60000,280000,240000,3380000,2,,,
"2113000909","211300090911",2,"211300090904",4,3,,,,13,14,2,2,,,810000,10000,48000,21000,0,60000,949000,2,,,
"2113000909","211300090907",2,"211300090904",4,3,,,,10,11,1,1,1,25,4500,0,3600,0,,0,8100,1,1,3,
"2113000909","211300090906",2,"211300090904",4,3,,,,13,14,1,1,1,15,10000,8000,10000,0,,0,28000,1,1,3,
"2113000909","211300090904",1,,1,2,,61,1,,,,,,,,,,,,,,,,,
"2113000909","211300090902",2,"211300090904",4,2,,17,3,,,,,,,,,,,,,,,,,
"2113000909","211300090901",2,"211300090904",4,2,,41,1,,,,,,,,,,,,,,,,,
"2113000910","211300091005",2,"211300091001",4,2,,32,10,,,,,,,,,,,,,,,,,
"2113000910","211300091001",1,,4,2,,16,9,,,,,,,,,,,,,,,,,
"2113000910","211300091003",2,"211300091001",4,3,,,,34,35,1,2,,,,,50000,0,,90000,1430000,2,,,
"2113000910","211300091006",2,"211300091001",4,3,,,,15,16,1,1,3,45,0,15000,10000,0,,5000,30000,1,1,3,
"2113000910","211300091004",2,"211300091001",4,2,,34,11,,,,,,,,,,,,,,,,,
"2113000910","211300091002",2,"211300091001",2,2,,13,6,,,,,,,,,,,,,,,,,
"211530004040206","2.115300040e+16",1,,1,2,,11,9,,,,,,,,,,,,,,,,,
"2116300110803","116300110803",2,"211630011080302",4,2,,15,9,,,,,,,,,,,,,,,,,
"2116300110803","211630011080302",1,,4,2,,17,1,,,,,,,,,,,,,,,,,
"2116300130203","211630013020301",2,"211630013020302",4,2,,33,88,,,,,,,,,,,,,,,,,
"2116300130203","211630013020305",2,"211630013020302",4,3,,,,17,30,4,2,,,0,50000,50000,30000,1800000,100000,2030000,2,,,
"2116300130203","211630013020311",,".",,,,,,,,,,,,,,,,,,,,,,
"2116300130203","211630013020304",2,"211630013020302",4,3,,,,17,30,2,2,,,0,50000,50000,9000,720000,100000,929000,2,,,
"2116300130203","211630013020302",1,,4,2,,31,3,,,,,,,,,,,,,,,,,
"2116300130203","211630013020310",2,"211630013020302",1,1,96,,,,,,,,,,,,,,,,,,,
"2116300130203","211630013020309",2,"211630013020302",1,3,,,,10,10,2,1,5,80,60000,12000,9000,0,0,4500,85500,2,,3,
"2116300130203","211630013020312",,".",,,,,,,,,,,,,,,,,,,,,,
"2116300130203","20116300130203",2,"211630013020302",4,3,,,,14,14,2,3,5,60,105000,14000,21000,0,0,4500,144500,2,,3,
"2116300130203","211630013020306",2,"211630013020302",4,3,,,,15,16,2,1,5,60,120000,0,21000,0,0,4500,145500,2,,3,
"2116300130203","211630013020303",2,"211630013020302",4,3,,,,33,31,1,3,5,60,0,17000,50000,0,0,105000,172000,1,1,3,
"2116300130203","211630013020307",2,"211630013020302",4,3,,,,14,15,2,1,5,60,90000,0,21000,0,0,4500,115500,2,,3,
"2121000304","212100030405",2,"212100030402",1,2,,12,11,,,,,,,,,,,,,,,,,
"2121000304","212100030407",1,,4,3,,,,13,14,1,1,2,30,15000,0,12000,0,,3000,30000,1,1,3,
"2121000304","212100030401",2,"212100030402",4,2,,17,3,,,,,,,,,,,,,,,,,
"2121000304","212100030406",2,"212100030402",4,2,,15,96,,,,,,,,,,,,,,,,,
"2121000304","212100030409",2,"212100030402",3,3,,,,11,12,1,1,1,15,9000,0,8000,0,,0,17000,1,1,3,
"2121000304","212100030402",1,,1,2,8,11,,,,,,,,,,,,,,,,,,
"2121000304","212100030403",1,,4,2,,15,10,,,,,,,,,,,,,,,,,
"2121000304","212100030404",1,,4,3,,,,33,34,2,1,2,30,210000,30000,60000,0,,0,300000,2,,3,
"2121000304","212100030408",2,"212100030402",4,3,,,,11,12,1,1,,,9000,0,8000,0,,0,17000,1,1,3,
"2121000305","212100030501",1,,1,2,8,10,,,,,,,,,,,,,,,,,,
"2121000306","212100030601",2,"212100030602",2,2,,13,3,,,,,,,,,,,,,,,,,
"2121000306","212100030606",2,"212100030602",4,3,,,,13,14,1,1,2,20,15600,0,5000,0,,0,20600,1,1,3,
"2121000306","212100030603",2,"212100030602",4,3,,,,32,33,1,1,5,80,80000,0,20000,0,,0,100000,1,1,3,
"2121000306","212100030607",2,"212100030602",1,3,,,,11,12,1,1,1,15,0,0,4000,0,,0,4000,1,1,3,
"2121000306","212100030608",2,"212100030602",1,3,,,,11,10,1,1,2,15,6000,0,3000,0,,0,9000,1,1,3,
"2121000306","212100030604",2,,,,,,,,,,,,,,,,,,,,,,,
"2121000306","212100030602",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"2121000306","212100030605",2,"212100030602",4,2,,13,3,,,,,,,,,,,,,,,,,
"2121000307","212100030703",2,"212100030702",1,1,8,,,,,,,,,,,,,,,,,,,
"2121000307","212100030702",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2121000307","212100030701",2,"212100030703",4,2,,17,3,,,,,,,,,,,,,,,,,
"2121000311","212100031104",2,"212100031102",3,3,,,,10,10,2,1,0,2,390000,12000,30000,0,,0,432000,2,,2,
"2121000311","212100031101",2,"212100031102",4,2,,61,1,,,,,,,,,,,,,,,,,
"2121000311","212100031102",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"2121000311","212100031103",2,"212100031102",4,3,,,,16,30,1,1,1,15,273000,55000,102500,0,,117000,547500,2,,3,
"2123000802","212300080203",2,"212300080201",4,3,,,,12,13,1,1,2,40,15000,11000,18000,0,,3000,47000,1,1,3,
"2123000802","212300080202",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2123000802","212300080201",1,,1,2,,15,3,,,,,,,,,,,,,,,,,
"2123000803","212300080302",1,,1,2,,12,3,,,,,,,,,,,,,,,,,
"2123000803","212300080305",2,"212300080301",1,3,,,,1,10,1,1,0,5,0,0,3000,0,,6000,9000,1,1,3,
"2123000803","212300080304",1,,4,3,,,,14,15,2,1,,,180000,15000,18000,0,,0,213000,2,,2,
"2123000803","212300080303",1,,4,3,,,,14,15,2,1,2,40,180000,15000,18000,0,,0,213000,2,,2,
"2123000803","212300080301",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"2123000804","212300080403",1,,4,3,,,,14,15,1,1,1,15,0,0,15000,0,,9000,24000,1,1,3,
"2123000804","212300080401",1,,1,2,,12,9,,,,,,,,,,,,,,,,,
"2123000806","212300080603",2,"212300080601",1,3,,,,15,16,1,1,4,60,0,10000,4500,0,,0,14500,2,,3,
"2123000806","212300080601",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"2123000806","212300080604",2,"212300080601",1,3,,,,14,15,1,1,,,0,0,4500,0,,0,4500,2,,3,
"2123000806","212300080609",2,"212300080601",1,3,,,,10,11,1,1,2,0,0,0,3000,0,,0,3000,2,,3,
"2123000806","212300080610",2,"212300080601",1,1,10,,,,,,,,,,,,,,,,,,,
"2123000806","212300080605",2,"212300080601",1,1,13,,,,,,,,,,,,,,,,,,,
"2123000806","212300080608",2,"212300080601",1,3,,,,11,12,1,1,4,30,0,0,3000,0,,0,3000,1,1,3,
"2123000807","212300080706",2,"212300080702",1,1,10,,,,,,,,,,,,,,,,,,,
"2123000807","212300080701",2,"212300080702",4,2,,17,3,,,,,,,,,,,,,,,,,
"2123000807","212300080705",2,"212300080702",1,3,,,,1,10,1,1,0,10,0,0,5000,0,,7000,12000,1,1,3,
"2123000807","212300080707",2,"212300080702",3,3,,,,11,12,1,1,2,30,210000,10000,15000,0,,0,235000,2,,2,
"2123000807","212300080702",1,,1,2,1,10,,,,,,,,,,,,,,,,,,
"2123000807","212300080703",2,"212300080702",4,2,,17,3,,,,,,,,,,,,,,,,,
"2123000807","212300080704",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"2123000808","212300080803",2,"212300080802",3,3,,,,14,15,1,1,2,30,0,0,5800,0,,6000,11800,1,1,3,
"2123000808","212300080802",1,,1,2,8,12,,,,,,,,,,,,,,,,,,
"2123000808","212300080804",2,"212300080802",4,2,,31,3,,,,,,,,,,,,,,,,,
"2123000808","212300080801",2,"212300080802",1,2,1,11,,,,,,,,,,,,,,,,,,
"2123000809","212300080901",1,,1,2,,10,9,,,,,,,,,,,,,,,,,
"2123000809","212300080902",2,"212300080901",1,2,,17,10,,,,,,,,,,,,,,,,,
"2123000809","212300080903",2,"212300080901",4,3,,,,15,15,1,1,3,45,0,0,7000,0,,0,7000,1,1,3,
"212300080905","21230008090504",2,"21230008090502",1,1,10,,,,,,,,,,,,,,,,,,,
"212300080905","21230008090501",2,"21230008090502",2,2,,14,6,,,,,,,,,,,,,,,,,
"212300080905","21230008090502",1,,1,2,,12,3,,,,,,,,,,,,,,,,,
"212300080905","21230008090506",2,"21230008090502",1,3,,,,10,11,1,1,0,10,0,0,1000,0,,0,1000,1,1,3,
"2123000810","212300081006",2,"212300081001",1,1,10,,,,,,,,,,,,,,,,,,,
"2123000810","212300081003",2,"212300081001",4,3,,,,30,31,2,2,,,780000,0,36000,0,0,0,816000,2,,,
"2123000810","212300081005",2,"212300081001",1,3,,,,1,10,1,1,2,30,0,0,5000,0,,0,5000,1,1,3,
"2123000810","212300081001",1,,3,2,,16,3,,,,,,,,,,,,,,,,,
"2123000810","212300081004",2,"212300081001",3,3,,,,12,13,1,1,2,30,0,0,10000,0,,0,10000,1,1,3,
"2123000902","212300090201",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"2123000902","212300090203",2,"212300090201",4,3,,,,50,50,1,2,,,0,0,0,0,0,0,,2,,,
"2123000902","212300090205",2,"212300090201",4,3,,,,14,15,1,1,0,20,0,0,10000,0,,0,10000,1,1,3,
"2123000902","212300090204",2,"212300090201",4,3,,,,30,31,2,1,4,60,217500,0,20000,0,,0,237500,2,,2,
"2123000902","212300090207",2,"212300090201",3,3,,,,10,11,1,1,0,20,0,0,5000,0,,0,5000,1,1,3,
"2123000902","212300090206",2,"212300090201",3,3,,,,13,14,1,1,0,20,0,0,10000,0,,0,10000,2,,3,
"2123000903","212300090302",1,,1,2,,17,3,,,,,,,,,,,,,,,,,
"2123000903","212300090301",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"2123000903","212300090304",2,"212300090301",1,3,,,,10,10,1,1,2,40,0,0,3000,0,,0,3000,1,1,3,
"2123000904","212300090401",1,,4,2,,31,3,,,,,,,,,,,,,,,,,
"2123000904","212300090406",2,"212300090401",1,3,,,,1,10,1,1,2,30,0,4000,2000,0,,4500,10500,1,1,3,
"2123000904","212300090404",2,"212300090401",4,3,,,,14,15,1,1,2,30,0,6000,8000,0,,4500,18500,1,1,2,
"2123000904","212300090402",1,,1,2,,12,3,,,,,,,,,,,,,,,,,
"2123000904","212300090403",2,"212300090401",4,3,,,,31,32,2,1,6,2,400000,0,15000,0,,0,415000,2,,2,
"2123000904","212300090405",2,"212300090401",1,3,,,,11,12,1,1,2,30,0,7000,6000,0,,4500,17500,1,1,3,
"2123000905","212300090506",2,"212300090501",1,3,,,,10,11,1,1,3,30,1800,0,2000,0,,0,3800,1,1,3,
"2123000905","212300090501",1,,1,2,,12,3,,,,,,,,,,,,,,,,,
"2123000905","212300090503",2,"212300090501",3,3,,,,15,15,1,1,3,30,3000,0,5000,0,,0,8000,1,1,3,
"2123000905","212300090504",2,"212300090501",3,3,,,,14,15,1,1,3,30,3000,0,5000,0,,0,8000,1,1,3,
"2123000906","212300090602",1,,1,2,,12,3,,,,,,,,,,,,,,,,,
"2123000906","212300090603",2,"212300090602",4,3,,,,14,15,1,1,2,30,0,7000,9100,0,,1500,17600,1,1,3,
"2123000906","212300090601",2,"212300090602",4,2,,41,3,,,,,,,,,,,,,,,,,
"2123000906","212300090605",2,"212300090602",1,3,,,,12,12,1,1,2,20,0,0,6000,0,,0,6000,1,1,3,
"2123000906","212300090606",2,"212300090602",1,3,,,,10,11,1,1,2,20,0,6500,5000,0,,0,11500,1,1,3,
"2123000906","212300090604",2,"212300090602",4,3,,,,13,14,1,1,2,20,0,5500,9000,0,,0,14500,1,1,3,
"2123000907","212300090704",2,"212300090701",3,3,,,,11,12,1,1,2,30,0,6000,6000,0,,3000,15000,1,1,3,
"2123000907","212300090703",2,"212300090701",4,3,,,,13,13,1,1,2,30,0,6000,8000,0,,3000,17000,1,1,3,
"2123000907","212300090702",1,,4,3,,,,14,35,1,1,2,30,0,6000,10000,0,,3000,19000,1,1,3,
"2123000907","212300090701",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"2123000909","212300090907",2,"212300090908",1,1,10,,,,,,,,,,,,,,,,,,,
"2123000909","212300090906",2,"212300090908",1,3,,,,10,11,1,1,2,45,0,0,3000,0,,1500,4500,1,1,3,
"2123000909","212300090905",2,"212300090908",1,3,,,,11,12,1,1,3,60,3000,0,7000,0,,1500,11500,1,1,3,
"2123000909","212300090902",1,,1,2,8,10,,,,,,,,,,,,,,,,,,
"2123000909","212300090904",2,"212300090908",1,3,,,,12,13,1,1,3,60,3000,0,8100,0,,1500,12600,1,1,3,
"2123000909","212300090901",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2123000910","212300091004",2,"212300091002",3,3,,,,11,12,1,1,0,10,0,0,4000,0,,0,4000,1,1,3,
"2123000910","212300091002",1,,1,1,11,,,,,,,,,,,,,,,,,,,
"2123000910","212300091001",2,"212300091002",4,2,,17,3,,,,,,,,,,,,,,,,,
"2123000910","212300091003",2,"212300091001",4,3,,,,12,13,1,1,0,10,0,0,5000,0,,4500,9500,1,1,3,
"212300091004","21230009100403",,,,,,,,,,,,,,,,,,,,,,,,3
"212300091004","21230009100419",,,,,,,,,,,,,,,,,,,,,,,,19
"212300091004","21230009100404",,,,,,,,,,,,,,,,,,,,,,,,4
"212300091004","21230009100402",,,,,,,,,,,,,,,,,,,,,,,,2
"212300091004","21230009100418",,,,,,,,,,,,,,,,,,,,,,,,18
"212300091004","2123000910040",,,,,,,,,,,,,,,,,,,,,,,,13
"212300091004","21230009100411",,,,,,,,,,,,,,,,,,,,,,,,11
"212300091004","21230009100406",,,,,,,,,,,,,,,,,,,,,,,,6
"212300091004","21230009100407",,,,,,,,,,,,,,,,,,,,,,,,7
"212300091004","21230009100416",,,,,,,,,,,,,,,,,,,,,,,,16
"212300091004","21230009100412",,,,,,,,,,,,,,,,,,,,,,,,12
"212300091004","21230009100405",,,,,,,,,,,,,,,,,,,,,,,,5
"212300091004","21230009100409",,,,,,,,,,,,,,,,,,,,,,,,9
"212300091004","21230009100414",,,,,,,,,,,,,,,,,,,,,,,,14
"212300091004","21230009100417",,,,,,,,,,,,,,,,,,,,,,,,17
"212300091004","21230009100415",,,,,,,,,,,,,,,,,,,,,,,,15
"212300091004","21230009100422",,,,,,,,,,,,,,,,,,,,,,,,22
"212300091004","21230009100420",,,,,,,,,,,,,,,,,,,,,,,,20
"212300091004","21230009100401",,,,,,,,,,,,,,,,,,,,,,,,1
"212300091004","21230009100421",,,,,,,,,,,,,,,,,,,,,,,,21
"212300091004","21230009100410",,,,,,,,,,,,,,,,,,,,,,,,10
"212300091004","21230009100408",,,,,,,,,,,,,,,,,,,,,,,,8
"212300091101","2123000911010",1,,3,2,,13,9,,,,,,,,,,,,,,,,,
"212300091101","2123000911040",2,"2123000911010",1,3,,,,1,10,2,1,0,10,15000,0,0,0,,0,15000,2,,3,
"212300091101","2123000911030",2,"2123000911010",4,3,,,,15,16,1,1,3,60,0,10000,15000,0,,17500,42500,1,1,2,
"2123001102","212300110201",2,"212300110206",4,2,,51,3,,,,,,,,,,,,,,,,,
"2123001102","212300110203",1,,4,3,,,,32,33,1,2,,,1200000,40000,60000,30000,0,0,1330000,2,,,
"2123001102","212300110206",2,"212300110202",3,3,,,,1,10,1,1,2,40,0,6000,6000,0,,0,12000,1,1,3,
"2123001102","212300110202",1,,1,2,,14,3,,,,,,,,,,,,,,,,,
"2123001102","212300110205",1,,4,3,,,,14,15,1,1,2,40,0,6000,4000,0,,3000,13000,1,1,3,
"2123001102","212300110204",1,,4,3,,,,16,30,1,2,,,900000,0,30000,60000,0,0,990000,2,,,
"2123001103","212300110306",2,"212300110302",1,3,,,,1,10,1,1,2,40,0,3500,2000,0,,0,5500,1,1,3,
"2123001103","212300110301",2,"212300110306",1,2,,14,3,,,,,,,,,,,,,,,,,
"2123001103","212300110305",1,,4,3,,,,13,14,1,1,2,30,0,7000,15000,0,,0,22000,1,1,3,
"2123001103","212300110302",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2123001103","212300110303",1,,4,3,,,,14,15,1,1,2,30,0,7000,15000,0,,0,22000,1,1,3,
"2123001103","212300110304",1,,2,3,,,,13,14,1,1,2,30,0,7000,15000,0,,0,22000,1,1,3,
"2123001104","212300110401",1,,1,2,,13,9,,,,,,,,,,,,,,,,,
"2123001104","212300110402",2,"212300110401",4,3,,,,32,33,1,1,12,2,0,0,0,0,,0,,1,1,2,
"2123001104","212300110406",1,,4,2,,12,3,,,,,,,,,,,,,,,,,
"2123001104","212300110403",2,"212300110401",4,3,,,,11,32,2,1,2,30,0,0,0,0,,0,,2,,2,
"2123001105","212300110505",2,"212300110501",1,1,10,,,,,,,,,,,,,,,,,,,
"2123001105","212300110502",2,"212300110501",4,3,,,,14,14,2,2,,,150000,35000,25000,0,0,0,210000,2,,,
"2123001105","212300110504",2,"212300110501",1,3,,,,1,10,1,1,2,30,0,0,5000,0,,0,5000,1,1,3,
"2123001105","212300110506",2,"212300110501",3,3,,,,16,16,1,1,2,30,0,10000,12000,0,,0,22000,1,1,3,
"2123001105","212300110503",2,"212300110501",3,3,,,,12,13,1,1,2,30,0,10000,10000,0,,0,20000,1,1,3,
"2123001105","212300110501",1,,3,2,,17,3,,,,,,,,,,,,,,,,,
"2123001106","212300110601",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"2123001106","212300110603",2,"212300110601",1,1,10,,,,,,,,,,,,,,,,,,,
"2123001106","212300110602",2,"212300110601",4,3,,,,16,30,1,1,1,15,0,25000,10000,0,,60000,95000,1,1,2,
"2123001107","212300110701",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"212300110703","21230011070305",2,"21230011070301",1,3,,,,10,11,1,1,0,5,0,0,6000,0,,6000,12000,1,1,3,
"212300110703","21230011070302",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"212300110703","21230011070304",2,"21230011070301",2,3,,,,11,12,1,1,0,5,0,0,9000,0,,6000,15000,1,1,3,
"212300110703","2123001107030",1,,4,3,,,,14,15,1,1,0,5,0,0,15000,0,,6000,21000,1,1,3,
"212300110703","21230011070301",1,,1,2,,14,3,,,,,,,,,,,,,,,,,
"2123001108","212300110802",2,"212300110804",1,2,,99,9,,,,,,,,,,,,,,,,,
"2123001108","212300110804",2,"212300110801",1,1,10,,,,,,,,,,,,,,,,,,,
"2123001108","212300110803",2,"212300110801",1,1,10,,,,,,,,,,,,,,,,,,,
"2123001108","212300110801",1,,2,2,,15,3,,,,,,,,,,,,,,,,,
"2123001109","212300110904",2,"212300110901",4,3,,,,30,31,1,1,0,10,2000,30000,15000,0,,75000,122000,1,1,2,
"2123001109","212300110906",2,"212300110901",1,3,,,,13,14,1,1,0,10,0,0,9000,0,,0,9000,1,1,3,
"2123001109","212300110907",2,"212300110901",1,1,10,,,,,,,,,,,,,,,,,,,
"2123001109","212300110908",2,"212300110901",4,3,,,,33,33,1,1,4,60,0,0,0,0,,0,,1,1,2,
"2123001109","212300110905",2,"212300110901",4,3,,,,15,16,1,1,0,10,0,7000,12000,0,,0,19000,1,1,3,
"2123001109","212300110902",2,"212300110901",4,2,,17,3,,,,,,,,,,,,,,,,,
"2123001109","212300110901",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"2123001110","212300111007",2,"212300111002",4,3,,,,11,12,1,2,,,360000,0,18000,60000,0,0,438000,2,,,
"2123001110","212300111004",2,"212300111002",4,3,,,,34,35,2,2,,,1460000,0,60000,48000,0,0,1568000,2,,,
"2123001110","212300111008",2,"212300111002",3,3,,,,10,11,2,2,,,360000,10000,18000,60000,0,0,448000,2,,,
"2123001110","212300111005",2,"212300111002",4,3,,,,30,31,1,2,,,1200000,35000,30000,30000,0,0,1295000,2,,,
"2123001110","212300111001",2,"212300111002",4,2,,34,3,,,,,,,,,,,,,,,,,
"2123001110","212300111012",2,"212300111002",4,2,,32,12,,,,,,,,,,,,,,,,,
"2123001110","212300111013",1,,4,2,,16,10,,,,,,,,,,,,,,,,,
"2123001110","212300111006",1,,4,3,,,,14,15,1,1,3,45,0,8000,20000,0,,0,28000,1,1,3,
"2123001110","212300111009",2,"212300111002",1,3,,,,1,10,2,2,,,360000,10000,12000,60000,0,0,442000,2,,,
"2123001110","212300111002",1,,4,2,,17,10,,,,,,,,,,,,,,,,,
"212300111005","21230011100513",2,"21230011100501",4,3,,,,32,33,2,1,7,45,270000,0,90000,360000,,216000,936000,2,,3,
"212300111005","21230011100509",2,"21230011100501",1,3,,,,12,12,1,1,7,45,390000,20000,90000,360000,,135000,995000,1,1,2,
"212300111005","21230011100507",2,"21230011100501",4,3,,,,16,30,2,3,,,1200000,90000,100000,45000,0,60000,1495000,2,,,
"212300111005","21230011100504",2,"21230011100501",4,3,,,,32,33,2,1,5,45,270000,0,150000,432000,,266000,1118000,2,,3,
"212300111005","21230011100512",2,"21230011100501",1,1,10,,,,,,,,,,,,,,,,,,,
"212300111005","21230011100508",2,"21230011100501",1,3,,,,13,12,1,1,7,45,390000,20000,105000,360000,,135000,1010000,1,1,2,
"212300111005","21230011100518",2,"21230011100501",4,2,,34,3,,,,,,,,,,,,,,,,,
"212300111005","21230011100510",2,"21230011100501",1,3,,,,10,11,1,1,,,105000,0,75000,0,,75000,255000,1,1,2,
"212300111005","2123001110050",2,"21230011100501",4,3,,,,31,32,2,3,,,1200000,90000,300000,75000,0,90000,1755000,2,,,
"212300111005","21230011100517",2,"21230011100501",4,2,,16,13,,,,,,,,,,,,,,,,,
"212300111005","21230011100501",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"212300111005","21230011100506",2,"21230011100501",2,2,,32,11,,,,,,,,,,,,,,,,,
"2123001301","212300130101",1,,1,2,,34,3,,,,,,,,,,,,,,,,,
"2123001302","212300130203",2,"212300130201",1,3,,,,15,15,1,1,,,0,0,10800,0,,0,10800,1,1,3,
"2123001302","212300130207",2,"212300130201",1,3,,,,12,12,1,1,2,15,0,0,8000,0,,0,8000,1,1,3,
"2123001302","212300130202",2,"212300130201",1,1,8,,,,,,,,,,,,,,,,,,,
"2123001302","212300130208",2,"212300130201",1,3,,,,11,12,1,1,2,15,0,0,6000,0,,0,6000,2,,3,
"2123001302","212300130201",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"2123001303","212300130301",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"2123001303","212300130306",2,"212300130310",4,3,,,,13,14,2,2,,,0,0,20000,18000,600000,0,638000,2,,,
"2123001303","212300130302",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2123001303","212300130304",1,,4,3,,,,35,16,2,2,,,0,0,24000,18000,900000,0,942000,2,,,
"2123001303","212300130303",1,,4,3,,,,32,33,1,2,,,0,70000,40000,30000,1219000,0,1359000,2,,,
"2123001303","212300130305",1,,4,3,,,,31,32,2,1,2,40,270000,0,30000,0,,10000,310000,2,,2,
"2123001303","212300130308",1,,4,3,,,,16,30,1,1,6,45,0,30000,30000,0,,30000,90000,1,1,3,
"2123001303","212300130310",1,,4,2,,61,3,,,,,,,,,,,,,,,,,
"2123001305","212300130501",1,,1,2,8,13,,,,,,,,,,,,,,,,,,
"2123001305","212300130503",2,"212300130501",4,3,,,,14,15,1,1,1,10,0,6000,7200,0,,0,13200,1,1,3,
"2123001305","212300130502",2,"212300130501",1,3,,,,15,15,1,1,2,15,30000,18000,7200,0,,0,55200,1,1,3,
"2123001307","212300130702",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"2123001307","212300130701",2,"212300130702",1,2,,14,9,,,,,,,,,,,,,,,,,
"2123001309","212300130902",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"2123001309","212300130904",2,"212300130901",4,3,,,,15,16,1,1,,,0,6000,20000,0,,6000,32000,1,1,2,
