"year","HHID","PID","h4q1","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18"
2009,"2173000905","217300090504",4,2,1,1,3,,,,10,11,1,1,0.8,30,0,0,6000,0,0,600,6600,1,1,3
2009,"2173000905","217300090505",5,2,1,1,3,,,,12,13,1,1,0.8,30,0,5000,15000,0,0,3500,26500,1,1,3
2009,"2173000905","217300090506",6,2,1,4,3,,,,12,13,2,1,6.6,120,81500,6000,5400,40000,0,2000,134900,2,,1
2009,"2173000905","217300090507",7,2,1,4,3,,,,10,11,2,1,6.6,120,81500,6000,5400,40000,0,2000,134900,2,,1
2009,"2173000905","217300090509",9,2,1,1,3,,,,14,15,1,1,0.8,10,0,6000,6000,0,0,3000,15000,1,1,3
2009,"2173000907","217300090701",1,1,,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"2173000907","217300090702",2,2,1,1,2,,14,11,,,,,,,,,,,,,,,,
2009,"2173000907","217300090703",3,2,1,1,3,,,,11,11,1,1,1.5,30,0,3000,3000,0,0,4500,10500,1,1,3
2009,"2173000907","217300090704",4,2,1,1,3,,,,10,11,1,1,1.5,30,0,2500,2000,0,0,0,4500,1,1,3
2009,"2173000908","217300090801",1,2,2,4,2,,17,1,,,,,,,,,,,,,,,,
2009,"2173000908","217300090802",2,1,,2,2,,14,1,,,,,,,,,,,,,,,,
2009,"2173000908","217300090806",6,2,2,4,3,,,,32,33,1,1,4,30,0,10000,25000,0,0,40000,75000,1,1,2
2009,"2173000908","217300090807",7,2,2,4,3,,,,30,31,1,1,4,60,0,10000,12000,0,0,40000,62000,1,1,2
2009,"2173000908","217300090808",8,2,2,4,3,,,,31,32,1,1,4,30,0,10000,10000,0,0,40000,60000,1,1,2
2009,"2173000908","217300090809",9,2,2,4,3,,,,14,15,1,1,1.5,30,0,7000,6800,0,0,2000,15800,1,1,2
2009,"2173000908","217300090810",10,2,2,4,3,,,,14,15,1,1,1.5,30,0,5000,6800,0,0,2000,13800,1,1,2
2009,"2173000908","217300090811",11,2,2,3,3,,,,13,14,1,1,1,30,0,5000,9000,0,0,9000,23000,1,1,3
2009,"2173000908","217300090812",12,2,2,1,3,,,,1,10,1,1,1,30,0,0,1000,0,0,0,1000,1,1,3
2009,"2173000908","217300090813",13,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2173000909","217300090901",1,1,,2,2,,12,3,,,,,,,,,,,,,,,,
2009,"2173000909","217300090902",2,2,1,1,1,1,,,,,,,,,,,,,,,,,,
2009,"2173000912","217300091201",1,1,,1,2,,14,96,,,,,,,,,,,,,,,,
2009,"2173000912","217300091202",2,2,1,1,2,,13,5,,,,,,,,,,,,,,,,
2009,"2173000912","217300091203",3,2,1,3,3,,,,12,13,1,1,1.6,40,2500,4500,12000,0,0,3000,22000,1,1,3
2009,"2173000912","217300091204",4,2,1,1,3,,,,10,11,1,1,1.6,40,1500,3000,10000,0,0,1500,16000,1,1,3
2009,"2173000912","217300091205",5,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2173000912","217300091209",9,2,1,1,2,,11,8,,,,,,,,,,,,,,,,
2009,"2183003702","218300370201",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2183003703","218300370301",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2183003703","218300370302",2,1,,1,2,,14,11,,,,,,,,,,,,,,,,
2009,"2183003703","218300370303",3,1,,1,3,,,,14,15,1,1,1.3,30,0,0,9000,0,0,0,9000,1,1,3
2009,"2183003704","218300370401",1,1,,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"2183003704","218300370402",2,1,,1,2,,11,9,,,,,,,,,,,,,,,,
2009,"2183003705","218300370501",1,1,,1,2,,17,3,,,,,,,,,,,,,,,,
2009,"2183003705","218300370502",2,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"2183003705","218300370503",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2183003706","218300370601",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2183003706","218300370602",2,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2183003706","218300370603",3,2,1,1,3,,,,10,11,1,1,0.5,10,0,0,1800,0,0,0,1800,1,1,3
2009,"2183003708","218300370801",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2183003708","218300370802",2,2,1,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"2183003709","218300370901",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2183003709","218300370902",2,1,,1,1,3,,,,,,,,,,,,,,,,,,
2009,"2183003709","218300370903",3,1,,4,3,,,,12,13,2,1,4,90,90000,5000,18000,0,0,6000,119000,2,,2
2009,"2183003709","218300370904",4,1,,4,3,,,,15,16,1,1,2,60,0,7000,18000,0,0,3000,28000,1,1,3
2009,"2183003709","218300370905",5,1,,1,1,13,,,,,,,,,,,,,,,,,,
2009,"2183003710","218300371001",1,1,,4,2,,13,13,,,,,,,,,,,,,,,,
2009,"2183003710","218300371002",2,1,,4,2,,34,13,,,,,,,,,,,,,,,,
2009,"2183003710","218300371003",3,2,1,4,3,,,,12,13,1,1,0.5,8,0,5000,12000,0,0,0,17000,1,1,3
2009,"2183003710","218300371004",4,2,1,4,3,,,,10,11,1,1,0.5,8,0,4000,12000,0,0,0,16000,1,1,3
2009,"2183003710","218300371005",5,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2183003710","218300371006",6,2,1,4,3,,,,33,34,1,1,1.5,20,330000,30000,60000,0,0,60000,480000,1,1,3
2009,"2193000301","219300030101",1,1,,,1,7,,,,,,,,,,,,,,,,,,
2009,"2193000302","219300030201",1,1,,1,1,7,,,,,,,,,,,,,,,,,,
2009,"2193000302","219300030202",2,1,,1,1,7,,,,,,,,,,,,,,,,,,
2009,"2193000303","219300030301",1,2,2,4,2,,31,3,,,,,,,,,,,,,,,,
2009,"2193000303","219300030302",2,1,,4,2,,16,96,,,,,,,,,,,,,,,,
2009,"2193000303","219300030303",3,2,2,1,3,,,,11,12,1,1,1,30,3600,0,15000,0,0,0,18600,1,1,3
2009,"2193000303","219300030304",4,2,2,1,3,,,,10,11,1,1,1,30,3600,0,12000,0,0,0,15600,1,1,3
2009,"2193000303","219300030305",5,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2193000304","219300030401",1,1,,1,2,,11,11,,,,,,,,,,,,,,,,
2009,"2193000304","219300030402",2,1,,1,1,1,,,,,,,,,,,,,,,,,,
2009,"2193000304","219300030403",3,2,1,3,3,,,,13,14,1,1,3,60,1000,10000,26000,0,0,70000,107000,1,1,3
2009,"2193000304","219300030404",4,2,1,1,3,,,,10,11,1,1,3,60,1000,4500,16000,0,0,70000,91500,1,1,3
2009,"2193000304","219300030405",5,2,1,1,3,,,,1,10,1,1,0.5,20,1000,36000,15000,0,0,0,19600,1,1,3
2009,"2193000306","219300030601",1,1,,4,2,,15,96,,,,,,,,,,,,,,,,
2009,"2193000306","219300030602",2,2,1,1,2,,12,96,,,,,,,,,,,,,,,,
2009,"2193000306","219300030603",3,2,1,1,3,,,,12,13,1,1,0.3,20,0,5500,45000,0,0,19300,69800,1,1,2
2009,"2193000306","219300030604",4,2,1,1,3,,,,11,12,1,1,0.3,20,0,3500,30000,0,0,19300,52800,1,1,2
2009,"2193000306","219300030605",5,2,1,1,3,,,,1,10,1,1,0.3,20,0,0,500,,,1900,2400,1,1,3
2009,"2193000307","219300030701",1,1,,4,2,,32,12,,,,,,,,,,,,,,,,
2009,"2193000307","219300030702",2,2,1,1,1,1,,,,,,,,,,,,,,,,,,
2009,"2193000307","219300030705",5,2,1,4,3,,,,15,15,2,3,4,60,225000,0,42000,0,0,36000,303000,2,,2
2009,"2193000307","219300030707",7,2,1,4,3,,,,11,12,1,1,1,20,15000,12000,8500,0,0,35000,70500,1,2,3
2009,"2193000307","219300030708",8,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2193000308","219300030801",1,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2193000308","219300030802",2,1,,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"2193000308","219300030803",3,1,,1,3,,,,12,12,1,1,1.6,30,0,0,3000,0,0,700,3700,1,1,2
2009,"2193000308","219300030804",4,1,,1,3,,,,10,11,1,1,1.6,30,0,0,3000,0,0,700,3700,1,1,2
2009,"2193000308","219300030805",5,2,1,1,3,,,,1,10,1,1,1.6,30,0,0,800,0,0,0,800,1,1,3
2009,"2193000308","219300030806",6,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2193000309","219300030901",1,1,,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"2193000309","219300030902",2,2,1,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2193000309","219300030903",3,2,1,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2193000309","219300030904",4,2,1,4,3,,,,14,14,1,1,2.4,30,0,7000,15000,0,0,0,22000,1,1,1
2009,"2193000310","219300031001",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2193000310","219300031002",2,2,1,1,2,,13,10,,,,,,,,,,,,,,,,
2009,"2193000310","219300031003",3,2,1,4,3,,,,14,15,1,1,3,60,5400,6000,15000,0,0,6000,32400,1,1,3
2009,"2193000310","219300031004",4,2,1,1,3,,,,11,12,1,1,2,30,2000,6000,9000,0,0,0,17000,1,1,1
2009,"2193000310","219300031005",5,2,1,1,3,,,,10,11,1,1,2,30,2000,4500,23600,0,0,0,30100,1,1,3
2009,"2193000310","219300031006",6,2,1,1,1,9,,,,,,,,,,,,,,,,,,
2009,"2193000310","219300031007",7,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2203000102","220300010201",1,1,,2,2,,14,3,,,,,,,,,,,,,,,,
2009,"2203000102","220300010202",2,1,,2,2,,15,6,,,,,,,,,,,,,,,,
2009,"2203000102","220300010203",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2203000103","220300010301",1,2,2,1,2,,13,3,,,,,,,,,,,,,,,,
2009,"2203000103","220300010302",2,1,,1,2,,15,3,,,,,,,,,,,,,,,,
2009,"2203000103","220300010303",3,2,2,4,3,,,,13,14,1,1,2,30,5000,6000,12000,0,0,3000,26000,1,1,3
2009,"2203000103","220300010304",4,2,2,2,3,,,,11,12,1,1,2,30,0,6500,8000,0,0,3000,17500,1,1,3
2009,"2203000103","220300010305",5,2,2,1,3,,,,10,11,1,1,2,30,0,6000,6000,0,0,3000,15000,1,1,3
2009,"2203000103","220300010306",6,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2203000104","220300010401",1,1,,1,1,2,,,,,,,,,,,,,,,,,,
2009,"2203000104","220300010402",2,1,,4,3,,,,16,30,1,1,7,100,122000,19000,15000,60000,0,0,216000,1,1,2
2009,"2203000104","220300010403",3,2,1,4,3,,,,13,14,1,1,1,30,0,7500,12000,0,0,3000,22500,1,1,3
2009,"2203000104","220300010404",4,2,1,1,3,,,,10,11,1,1,1,30,0,7500,7000,0,0,3000,17500,1,1,3
2009,"2203000105","220300010501",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2203000107","220300010701",1,2,2,2,2,,16,3,,,,,,,,,,,,,,,,
2009,"2203000107","220300010702",2,1,,1,2,,15,3,,,,,,,,,,,,,,,,
2009,"2203000107","220300010703",3,2,2,1,3,,,,10,11,1,1,0.8,10,0,5000,3150,0,0,12750,20900,1,1,3
2009,"2203000107","220300010704",4,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2203000108","220300010801",1,1,,1,2,,13,3,,,,,,,,,,,,,,,,
2009,"2203000109","220300010901",1,1,,1,1,11,,,,,,,,,,,,,,,,,,
2009,"2203000109","220300010902",2,2,1,4,3,,,,15,16,1,1,0.5,15,0,10000,5000,0,0,6000,21000,1,1,3
2009,"2203000110","220300011001",1,2,2,1,2,,12,9,,,,,,,,,,,,,,,,
2009,"2203000110","220300011002",2,1,,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"2203000110","220300011003",3,2,2,4,3,,,,32,33,1,3,,,,30000,45000,0,,0,555000,2,,
2009,"2203000110","220300011004",4,1,,4,3,,,,31,32,4,2,,,,45000,10000,0,,0,670000,2,,
2009,"2203000110","220300011005",5,2,4,4,3,,,,15,16,1,1,0.5,20,0,12000,6000,0,,8000,26000,1,1,
2009,"2203000110","220300011006",6,2,4,4,3,,,,13,14,2,3,,,,20000,7000,0,,0,687000,2,,
2009,"2203000110","220300011007",7,2,4,3,3,,,,12,13,2,3,,,,20000,7000,0,,0,687000,2,,
2009,"2203000110","220300011008",8,2,4,3,3,,,,10,11,2,3,,,,20000,7000,0,,0,657000,2,,
2009,"2203000110","220300011009",9,2,4,1,1,10,,,,,,,,,,20000,7000,0,,0,627000,2,,
2009,"2203000110","220300011011",11,2,4,,2,,17,10,,,,,,,,,,,,,,,,
2009,"2213000601","221300060101",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2213000601","221300060102",2,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2213000601","221300060103",3,1,,3,3,,,,11,12,2,1,1,15,9000,7000,6300,0,0,1000,23300,2,,3
2009,"2213000601","221300060104",4,1,,3,3,,,,10,11,2,1,1,15,9000,7000,5000,0,0,1000,22000,2,,3
2009,"2213000601","221300060105",5,2,1,1,3,,,,1,10,2,1,1,15,6000,0,1000,0,0,1000,8000,2,,3
2009,"2213000602","221300060201",1,1,,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"2213000602","221300060202",2,1,,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"2213000602","221300060203",3,2,2,1,3,,,,11,12,1,1,1,20,0,0,6000,0,0,0,6000,1,1,3
2009,"2213000602","221300060204",4,2,1,1,3,,,,1,1,1,1,1,20,0,0,4000,0,0,0,4000,1,1,3
2009,"2213000603","221300060301",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2213000603","221300060302",2,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2213000603","221300060303",3,1,,3,2,,13,12,,,,,,,,,,,,,,,,
2009,"2213000603","221300060304",4,1,,4,3,,,,16,17,2,1,3.2,60,90000,0,9000,0,0,3000,102000,2,,3
2009,"2213000603","221300060305",5,2,1,4,3,,,,14,15,2,1,3.2,60,90000,0,9000,0,0,3000,102000,2,,3
2009,"2213000603","221300060306",6,1,,4,3,,,,12,13,2,1,1,20,15000,5000,6000,0,0,3000,29000,2,,3
2009,"2213000603","221300060307",7,2,1,3,3,,,,11,12,2,1,1,20,15000,5000,6000,0,0,3000,29000,2,,3
2009,"2213000603","221300060308",8,2,1,1,3,,,,1,10,2,1,1,20,0,0,0,0,0,0,,2,,3
2009,"2213000604","221300060401",1,1,,1,2,,10,6,,,,,,,,,,,,,,,,
2009,"2213000604","221300060402",2,1,,1,2,,12,11,,,,,,,,,,,,,,,,
2009,"2213000604","221300060403",3,2,2,1,2,,14,11,,,,,,,,,,,,,,,,
2009,"2213000604","221300060404",4,1,,1,3,,,,13,14,1,1,1.6,30,2000,4500,3500,0,0,0,10000,1,1,3
2009,"2213000604","221300060405",5,2,2,1,2,,15,13,,,,,,,,,,,,,,,,
2009,"2213000607","221300060701",1,1,,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"2213000607","221300060702",2,2,1,4,3,,,,15,15,1,1,2.5,15,0,0,7000,0,0,0,7000,1,1,3
2009,"2213000607","221300060703",3,2,2,1,3,,,,13,14,1,1,2.5,15,0,0,5000,0,0,0,5000,1,1,3
2009,"2213000608","221300060801",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2213000608","221300060802",2,1,,3,2,,13,10,,,,,,,,,,,,,,,,
2009,"2213000608","221300060803",3,2,1,3,3,,,,12,12,2,1,1,20,99900,10000,5400,0,0,9000,124300,2,,3
2009,"2213000608","221300060804",4,2,1,3,3,,,,11,12,1,1,0.5,15,18000,6000,4000,0,0,3000,31000,1,1,3
2009,"2213000608","221300060805",5,2,1,1,1,13,,,,,,,,,,,,,,,,,,
2009,"2213000608","221300060806",6,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2213000609","221300060901",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2213000609","221300060902",2,1,,1,1,11,,,,,,,,,,,,,,,,,,
2009,"2213000610","221300061001",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2213000610","221300061002",2,1,,1,2,,14,96,,,,,,,,,,,,,,,,
2009,"2213000610","221300061003",3,2,2,4,3,,,,16,16,1,1,1,20,0,10000,3900,0,0,5000,18900,1,1,2
2009,"2213000610","221300061004",4,2,2,4,3,,,,15,16,1,1,1,20,0,10000,3900,0,0,5000,18900,1,1,2
2009,"2213000610","221300061005",5,2,2,4,3,,,,15,16,1,1,1,20,0,10000,3900,0,0,5000,18900,1,1,2
2009,"2213000610","221300061006",6,2,2,4,3,,,,13,14,1,1,1,20,0,0,0,0,0,5000,5000,1,1,2
2009,"2213000610","221300061007",7,2,2,3,3,,,,11,12,1,1,1,20,0,0,0,0,0,5000,5000,1,1,2
2009,"2213000610","221300061008",8,2,2,1,3,,,,10,10,1,1,1,20,0,0,0,0,0,5000,5000,1,1,2
2009,"2223002201","222300220101",1,1,,1,1,5,,,,,,,,,,,,,,,,,,
2009,"2223002203","222300220301",1,1,,4,2,,15,12,,,,,,,,,,,,,,,,
2009,"2223002203","222300220302",2,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2223002203","222300220303",3,2,1,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"2223002205","222300220501",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2223002205","222300220502",2,2,1,1,2,,11,3,,,,,,,,,,,,,,,,
2009,"2223002206","222300220601",1,1,,1,1,1,,,,,,,,,,,,,,,,,,
2009,"2223002206","222300220602",2,2,1,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"2223002206","222300220603",3,1,,4,3,,,,10,11,1,1,3.2,60,0,5000,5850,0,0,15000,25850,1,1,2
2009,"2223002206","222300220604",4,2,1,1,3,,,,1,10,1,1,3.2,60,0,5000,2250,0,0,15000,22250,1,1,2
2009,"2223002206","222300220607",7,2,1,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"2223002206","222300220610",10,2,1,4,3,,,,13,14,1,1,3.2,60,0,8000,11700,0,0,15500,35200,1,1,2
2009,"2223002207","222300220701",1,2,3,1,2,,13,4,,,,,,,,,,,,,,,,
2009,"2223002207","222300220702",2,2,3,1,1,2,,,,,,,,,,,,,,,,,,
2009,"2223002207","222300220703",3,1,,4,3,,,,31,32,1,3,,90,0,0,30000,0,0,0,30000,1,1,3
2009,"2223002207","222300220704",4,2,3,4,3,,,,13,13,1,3,3.2,60,0,0,15000,0,0,5500,20500,1,1,2
2009,"2223002207","222300220705",5,2,3,4,3,,,,11,12,1,3,3.2,60,0,0,12000,0,0,5500,17500,1,1,2
2009,"2223002207","222300220706",6,2,3,1,3,,,,10,11,1,3,3.2,60,0,0,9000,0,0,5500,14500,1,1,2
2009,"2223002207","222300220707",7,2,3,1,2,,11,3,,,,,,,,,,,,,,,,
2009,"2223002207","222300220708",8,2,3,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2223002207","222300220710",10,2,3,4,3,,,,14,14,1,1,1.8,60,0,0,14000,0,0,5500,19500,1,1,2
2009,"2223002208","222300220801",1,2,2,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002208","222300220802",2,1,,1,2,,10,3,,,,,,,,,,,,,,,,
2009,"2223002208","222300220803",3,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2223002208","222300220806",6,2,2,1,3,,,,10,10,3,1,6.4,270,0,8000,3000,0,0,21000,32000,1,1,2
2009,"2223002209","222300220901",1,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"2223002209","222300220902",2,2,1,4,2,,16,9,,,,,,,,,,,,,,,,
2009,"2223002209","222300220903",3,2,1,4,3,,,,30,31,1,2,,,540000,25000,30000,60000,0,15000,670000,2,,1
2009,"2223002209","222300220904",4,2,1,4,3,,,,16,16,1,1,1,20,0,6000,10800,0,0,43100,59900,1,1,2
2009,"2223002209","222300220905",5,2,1,4,3,,,,30,31,1,1,2.5,50,0,4500,10800,0,0,0,15300,1,1,3
2009,"2223002210","222300221001",1,1,,4,2,,22,3,,,,,,,,,,,,,,,,
2009,"2223002210","222300221002",2,2,1,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2223002210","222300221003",3,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2223002210","222300221004",4,2,2,4,3,,,,14,14,1,1,1,20,0,4000,16800,0,0,3000,23800,1,1,2
2009,"2223002210","222300221005",5,2,3,4,2,,16,12,,,,,,,,,,,,,,,,
2009,"2223002210","222300221006",6,2,3,4,3,,,,13,13,1,1,1,30,0,4500,6900,0,0,3000,14400,1,1,2
2009,"2223002210","222300221007",7,2,3,1,3,,,,1,10,1,1,1,30,0,0,2400,0,0,3000,5400,1,1,2
2009,"2223002210","222300221008",8,2,2,4,2,,16,12,,,,,,,,,,,,,,,,
2009,"2223002210","222300221009",9,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002210","222300221010",10,2,2,3,3,,,,11,11,1,1,1,20,0,3000,8700,0,0,3000,14700,1,1,2
2009,"222300221011","22230022101101",1,2,2,1,2,,12,8,,,,,,,,,,,,,,,,
2009,"222300221011","22230022101103",3,2,2,1,3,,,,10,11,1,1,2,60,24000,0,1500,0,0,2000,27500,1,1,2
2009,"222300221011","22230022101104",4,2,2,4,1,10,,,,,,,,,,,,,,,,,,
2009,"222300221011","22230022101106",6,2,2,3,3,,,,11,11,1,1,2,60,16000,0,2600,0,0,4000,22600,1,1,2
2009,"2223002210","222300221012",12,2,3,4,3,,,,12,12,1,1,1,60,0,2000,3000,0,0,3000,8000,1,1,2
2009,"2223002210","222300221013",13,2,3,4,3,,,,12,12,1,1,1,60,0,0,3000,0,0,3000,6000,1,1,2
2009,"2223002210","222300221014",14,2,3,3,3,,,,99,10,1,1,1,60,0,0,2000,0,0,1000,3000,1,1,2
2009,"222300221014","22230022101401",1,1,,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"222300221014","22230022101403",3,2,1,4,3,,,,13,14,2,1,1.6,20,120000,12000,15000,0,0,15000,162000,2,,1
2009,"222300221014","22230022101404",4,2,1,1,3,,,,11,12,1,1,0.5,10,0,6000,9000,0,0,15000,30000,2,,1
2009,"222300221014","22230022101406",6,2,1,4,3,,,,14,15,1,1,0.5,10,0,6000,9000,0,0,15000,30000,2,,1
2009,"222300221016","22230022101601",1,1,,2,2,,15,9,,,,,,,,,,,,,,,,
2009,"222300221016","22230022101603",3,2,2,4,3,,,,11,12,1,3,4.8,120,9000,0,23000,0,0,5000,37000,1,1,3
2009,"222300221016","22230022101604",4,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"222300221017","22230022101702",2,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"222300221018","22230022101801",1,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"222300221018","22230022101803",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"222300221020","22230022102002",2,1,,1,2,,33,3,,,,,,,,,,,,,,,,
2009,"222300221020","22230022102003",3,2,2,1,3,,,,99,1,2,1,2.5,45,135000,17000,10800,0,0,45000,207800,2,,2
2009,"222300221024","22230022102401",1,2,2,4,2,,41,1,,,,,,,,,,,,,,,,
2009,"222300221024","22230022102403",3,2,2,4,3,,,,11,12,2,1,2,45,50000,4000,9000,0,0,7500,70500,2,,2
2009,"222300221024","22230022102404",4,2,2,3,3,,,,1,10,2,1,2,45,39000,4000,6000,0,0,7500,56500,2,,2
2009,"222300221024","22230022102405",5,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2223002211","222300221101",1,1,,1,2,,41,1,,,,,,,,,,,,,,,,
2009,"2223002601","222300260101",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2223002601","222300260102",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2223002602","222300260201",1,1,,1,1,1,,,,,,,,,,,,,,,,,,
2009,"2223002602","222300260202",2,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002602","222300260203",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"2223002603","222300260301",1,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002603","222300260302",2,2,1,2,2,,14,3,,,,,,,,,,,,,,,,
2009,"2223002603","222300260303",3,2,1,1,2,,14,12,,,,,,,,,,,,,,,,
2009,"2223002603","222300260304",4,2,1,4,3,,,,14,14,1,1,0,20,0,4500,9000,0,0,10500,24000,1,1,2
2009,"2223002603","222300260305",5,2,1,4,3,,,,1,10,1,1,0,20,0,3000,2000,0,0,3500,8500,1,1,2
2009,"2223002603","222300260306",6,2,1,4,2,,17,10,,,,,,,,,,,,,,,,
2009,"2223002603","222300260307",7,2,1,4,2,,17,10,,,,,,,,,,,,,,,,
2009,"2223002604","222300260401",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"2223002604","222300260402",2,2,1,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"2223002604","222300260403",3,2,1,4,3,,,,14,15,1,1,2,15,0,0,6000,0,0,7500,13500,,,
2009,"2223002604","222300260404",4,2,1,3,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002606","222300260601",1,1,,1,2,,13,3,,,,,,,,,,,,,,,,
2009,"2223002606","222300260602",2,1,,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"2223002608","222300260801",1,1,,1,1,11,,,,,,,,,,,,,,,,,,
2009,"2223002608","222300260802",2,2,1,4,2,,33,10,,,,,,,,,,,,,,,,
2009,"2223002608","222300260803",3,2,4,4,3,,,,15,16,2,1,5,45,120000,0,12000,240000,0,0,372000,2,,3
2009,"2223002608","222300260804",4,2,1,4,3,,,,15,16,1,1,0.5,15,0,7000,15000,0,0,27000,49000,1,1,2
2009,"2223002608","222300260805",5,2,1,4,3,,,,13,14,2,1,0.5,15,90000,0,10000,0,0,7500,107500,2,,2
2009,"2223002608","222300260806",6,2,1,4,3,,,,13,14,2,1,0.5,15,90000,0,10000,0,0,7500,107500,2,,2
2009,"2223002608","222300260807",7,2,1,4,3,,,,13,14,2,1,0.5,15,90000,0,10000,0,0,7500,107500,2,,2
2009,"2223002608","222300260808",8,2,1,4,3,,,,13,14,2,1,0.5,15,90000,0,10000,0,0,7500,107500,2,,2
2009,"2223002609","222300260901",1,1,,4,2,,16,12,,,,,,,,,,,,,,,,
2009,"2223002609","222300260902",2,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002609","222300260903",3,2,1,2,3,,,,11,11,4,3,,,0,,,,,0,,,,
2009,"2223002609","222300260904",4,2,2,1,1,96,,,,,,,1,25,30000,2000,1000,0,0,18000,51000,2,,2
2009,"2223002610","222300261001",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"2223002610","222300261002",2,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"2223002610","222300261003",3,2,1,4,1,11,,,,,,,,,,,,,,,,,,
2009,"2223002610","222300261004",4,2,1,4,3,,,,15,16,1,3,,,0,15000,20000,0,30000,180000,245000,1,1,
2009,"2223002610","222300261005",5,2,1,4,3,,,,13,14,2,1,2,20,105000,10000,15000,0,0,12000,142000,2,,2
2009,"2223002610","222300261006",6,2,1,1,3,,,,12,12,1,1,0.5,10,0,10000,10000,0,0,12000,32000,1,1,2
