"year","HHID","h15bq2","h15bq3b","h15bq3c","h15bq4","h15bq5","h15bq6","h15bq7","h15bq8","h15bq9","h15bq10","h15bq11","h15bq12","h15bq13"
2009,"3103001007",127,3,4,3,600,,,,,,,200,
2009,"3103001007",135,3,85,1,100,,,,,,,100,
2009,"3103001007",147,2,54,1,500,,,,,,,500,
2009,"3103001007",105,4,64,1,400,,,1,500,,,400,500
2009,"3103001007",136,4,85,1,400,,,,,,,100,
2009,"3103001007",123,1,55,1,1500,,,,,,,1500,
2009,"3103001007",139,1,66,,,,,1,200,,,100,
2009,"3103001007",117,1,1,0.5,2500,,,,,,,5000,
2009,"3103001008",105,2,64,2,1000,,,,,,,500,
2009,"3103001008",155,1,85,30,1500,,,,,,,50,
2009,"3103001008",108,7,1,6,6000,,,,,,,1000,
2009,"3103001008",127,3,4,3,600,,,,,,,200,
2009,"3103001008",140,3,64,15,1500,,,,,,,100,
2009,"3103001008",139,4,64,,,,,20,2000,,,,100
2009,"3103001008",123,1,55,1,1000,,,,,,,1000,
2009,"3103001008",148,7,54,1,50,,,,,,,50,
2009,"3103001008",118,1,1,0.25,900,,,,,,,3600,
2009,"3103001008",153,3,26,,,3,1500,,,,,500,
2009,"3103001008",137,1,85,1,400,,,,,,,400,
2009,"3103001008",138,1,64,,,,,5,500,,,,100
2009,"3103001008",150,7,51,1,300,,,,,,,300,
2009,"3103001008",141,1,1,0.25,300,,,,,,,1200,
2009,"3103001008",116,2,1,,,,,0.5,600,,,1200,
2009,"3103001010",141,2,32,1,500,,,,,,,500,
2009,"3103001010",127,3,4,3,600,,,,,,,200,
2009,"3103001010",123,3,33,3,900,,,,,,,300,
2009,"3103001010",147,3,54,,,,,,,1,500,500,500
2009,"3103001010",137,2,85,,,,,,,2,800,800,400
2009,"3103001010",149,7,54,1,100,,,,,,,100,
2009,"3103001010",138,2,66,,,,,,,2,200,200,100
2009,"3103001010",150,7,54,0.25,100,,,,,,,400,
2009,"3103001010",108,7,32,,,16,8000,,,,,,500
2009,"3103001011",148,7,54,2,100,,,,,,,50,
2009,"3103001011",127,5,3,0.75,2000,,,,,,,2500,
2009,"3103001011",139,1,64,4,400,,,,,,,100,
2009,"3103001011",143,1,33,1,400,,,,,,,400,
2009,"3103001011",141,6,1,,,,,3,3600,,,1200,
2009,"3103001011",108,7,22,,,,,3.5,14000,,,,4000
2009,"3103001011",153,7,23,,,7,4900,,,,,700,
2009,"3103001011",147,3,1,0.5,1200,,,,,,,2200,
2009,"3103001011",117,2,1,2,10000,,,,,,,5000,
2009,"3103001011",103,3,69,,,,,3,6000,,,,2000
2009,"3103001011",155,7,85,21,1050,21,1050,,,,,60,
2009,"3103001011",135,5,85,5,500,,,,,,,100,
2009,"3103001011",150,7,1,0.5,1100,,,,,,,2200,
2009,"3103001201",149,7,51,1,100,,,,,,,100,
2009,"3103001201",145,2,33,2,400,,,,,,,200,
2009,"3103001201",142,1,32,1,500,,,,,,,500,
2009,"3103001201",116,7,1,,,,,3,2400,,,,800
2009,"3103001201",113,4,1,,,,,2,1200,,,,600
2009,"3103001201",108,7,22,,,,,1,6000,,,,6000
2009,"3103001201",136,3,85,1,200,,,,,,,200,
2009,"3103001201",107,1,64,,,,,1,500,,,,500
2009,"3103001201",150,7,54,0.5,200,,,,,,,400,
2009,"3103001201",146,3,33,3,1200,,,,,,,400,
2009,"3103001201",139,3,64,6,600,,,,,,,100,
2009,"3103001201",111,5,32,,,,,5,500,,,,100
2009,"3103001201",141,3,33,6,1500,,,,,,,250,
2009,"3103001201",123,3,32,1,600,,,,,,,600,
2009,"3103001202",157,7,,,,,,,,,14000,,
2009,"3103001202",156,7,33,2,100,,,,,,,100,
2009,"3103001202",153,7,33,,,7,3500,,,,,500,
2009,"3103001202",155,7,85,,,7,700,,,,,100,
2009,"3103001203",117,1,1,1.5,7500,,,,,,,5000,
2009,"3103001203",147,7,1,1.5,3300,,,,,,,2200,
2009,"3103001203",108,7,22,,,,,2,10000,,,,5000
2009,"3103001203",150,7,54,1,300,,,,,,,300,
2009,"3103001203",149,7,54,3,300,,,,,,,100,
2009,"3103001203",141,3,33,,,,,12,2400,,,,200
2009,"3103001203",105,2,64,,,,,2,2000,,,,1000
2009,"3103001203",127,1,4,2.5,500,,,,,,,200,
2009,"3103001203",121,1,85,,,,,1,6000,,,,6000
2009,"3103001203",113,2,1,,,,,4,4000,,,,1000
2009,"3103001203",123,1,55,4,4000,,,,,,,1000,
2009,"3103001203",137,1,85,1,500,,,,,,,500,
2009,"3103001203",142,4,32,,,,,6,3000,,,,500
2009,"3103001203",146,3,32,3,900,,,6,1800,,,300,300
2009,"3103001203",124,1,85,5,1000,,,,,,,200,
2009,"3103001207",136,2,85,2,400,,,,,,,200,
2009,"3103001207",105,4,64,,,,,8,4000,,,,500
2009,"3103001207",141,4,33,16,4000,,,,,,,250,
2009,"3103001207",146,3,33,3,1200,,,,,,,400,
2009,"3103001207",148,7,54,1,50,,,,,,,50,
2009,"3103001207",107,1,64,,,,,2,1000,,,,500
2009,"3103001207",108,7,1,,,,,3.5,3150,,,,900
2009,"3103001207",142,4,32,12,2400,,,,,,,200,
2009,"3103001207",149,7,54,1,100,,,,,,,100,
2009,"3103001207",135,3,85,1,100,,,,,,,100,
2009,"3103001207",150,7,51,1,400,,,,,,,400,
2009,"3103001207",117,1,1,1,4500,,,,,,,4500,
2009,"3103001207",113,2,1,,,,,5,5000,,,,1000
2009,"3103001207",116,3,1,3,3000,,,,,,,1000,
2009,"3103001207",147,2,1,0.5,1100,,,,,,,2200,
2009,"3103001207",127,2,4,5,1000,,,,,,,200,
2009,"3103001207",139,2,64,2,400,,,,,,,100,
2009,"3103001209",105,1,64,,,,,2,2000,,,,1000
2009,"3103001209",149,7,54,1,100,,,,,,,100,
2009,"3103001209",123,2,32,4,2000,,,,,,,500,
2009,"3103001209",139,7,66,9,900,,,4,400,,,100,100
2009,"3103001209",134,1,64,,,,,1,1500,,,,1500
2009,"3103001209",145,2,33,,,,,6,1200,,,,200
2009,"3103001209",141,3,33,9,2250,,,,,,,250,
2009,"3103001209",150,7,54,1,500,,,,,,,500,
2009,"3103001209",146,7,32,,,,,7,4200,,,,700
2009,"3103001209",116,7,1,,,,,30,15000,,,,500
2009,"3103001209",108,7,22,,,,,2,8000,,,,4000
2009,"3103001210",119,1,1,1,5000,,,,,,,5000,
2009,"3103001210",149,7,54,1,100,,,,,,,100,
2009,"3103001210",147,3,54,3,1500,,,,,,,500,
2009,"3103001210",148,7,54,2,100,,,,,,,50,
2009,"3103001210",108,7,22,,,,,3,12000,,,,4000
2009,"3103001210",150,7,54,0.5,150,,,,,,,300,
2009,"3103001210",139,3,64,,,,,3,3000,,,,1000
2009,"3103001210",131,1,69,,,,,1,2000,,,,2000
2009,"3103001210",111,2,32,14,1400,,,,,,,100,
2009,"3103001210",107,1,64,,,,,1,1000,,,,1000
2009,"3103001210",123,1,56,1,2000,,,,,,,2000,
2009,"3103001210",105,2,64,2,2000,,,,,,,1000,
2009,"3103001210",141,3,33,12,3000,,,,,,,250,
2009,"3103001211",148,3,54,1,100,,,,,,,,
2009,"3103001211",150,5,54,2,400,,,,,,,200,
2009,"3103001211",138,1,64,,,,,2,200,,,,100
2009,"3103001211",136,2,85,1,200,,,,,,,200,
2009,"3103001211",139,1,64,,,,,2,200,,,,100
2009,"3103001211",107,2,64,,,,,4,2000,,,,500
2009,"3103001211",134,2,64,3,1500,,,,,,,500,
2009,"3103001211",141,2,33,5,1250,,,,,,,250,
2009,"3103001211",123,1,55,1,2500,,,,,,,2500,
2009,"3103001211",161,,,,200,,,,,,,,
2009,"3103001211",127,4,4,4,800,,,,,,,200,
2009,"3103001211",147,2,1,0.5,1500,,,,,,,3000,
2009,"3103001211",133,1,64,1,300,,,,,,,300,
2009,"3103001211",108,7,22,,,,,1,4000,,,,4000
2009,"3103001211",135,3,85,1,200,,,,,,,200,
2009,"3111000102",135,2,64,1,100,,,,,,,100,
2009,"3111000102",136,2,64,1,200,,,,,,,200,
2009,"3111000102",133,1,64,1,200,,,,,,,200,
2009,"3111000102",147,1,33,1,200,,,,,,,200,
2009,"3111000102",153,5,32,,,5,1000,,,,,200,
2009,"3111000102",150,7,52,1,300,,,,,,,300,
2009,"3111000102",141,3,1,3,1500,,,,,,,1500,
2009,"3111000102",117,1,1,0.25,1000,,,,,,,4000,
2009,"3111000102",156,5,85,,,5,1000,,,,,200,
2009,"3111000102",127,1,4,1,200,,,,,,,200,
2009,"3111000102",113,7,29,2,3000,,,,,,,1500,
2009,"3111000102",139,1,64,1,200,,,,,,,200,
2009,"3111000105",137,2,85,1,1000,,,,,,,1000,
2009,"3111000105",141,7,1,7,10500,,,,,,,1500,
2009,"3111000105",124,1,85,2,600,,,,,,,300,
2009,"3111000105",135,7,64,7,1400,,,,,,,200,
2009,"3111000105",117,1,1,1,4000,,,,,,,4000,
2009,"3111000105",133,3,64,10,9000,,,,,,,900,
2009,"3111000105",136,7,64,7,2800,,,,,,,400,
2009,"3111000105",120,2,32,2,1000,,,,,,,500,
2009,"3111000105",139,7,64,7,4200,,,,,,,600,
2009,"3111000105",121,1,85,,,,,1,10000,,,,10000
2009,"3111000105",144,4,29,1,6000,,,,,,,6000,
2009,"3111000105",150,7,54,0.330000013113022,107,,,,,,,500,
2009,"3111000105",113,7,1,,,,,21,42000,,,,2000
2009,"3111000105",127,7,4,7,3500,,,,,,,500,
2009,"3111000105",105,1,64,1,1000,,,,,,,1000,
2009,"3111000105",156,3,36,3,300,,,,,,,100,
2009,"3111000106",138,2,64,6,1200,,,,,,,200,
2009,"3111000106",125,1,32,,,,,2,400,,,,200
2009,"3111000106",156,7,85,5,500,,,,,,,100,
2009,"3111000106",128,7,4,7,1400,,,,,,,200,
2009,"3111000106",135,4,64,1,300,,,,,,,300,
2009,"3111000106",122,1,85,,,,,1,5000,,,,5000
2009,"3111000106",137,4,85,2,1200,,,,,,,600,
2009,"3111000106",145,2,32,3,1500,,,,,,,500,
2009,"3111000106",150,7,51,1,500,,,,,,,500,
2009,"3111000106",139,2,64,6,1200,,,,,,,200,
2009,"3111000106",111,7,29,1,2500,,,,,,,2500,
2009,"3111000106",153,7,82,10,2000,,,,,,,200,
2009,"3111000106",136,7,64,1,1000,,,,,,,1000,
2009,"3111000106",133,3,64,1,500,,,,,,,500,
2009,"3111000106",116,2,29,1,1500,,,,,,,1500,
2009,"3111000106",117,1,1,2,6000,,,,,,,3000,
2009,"3111000106",141,7,32,,,,,14,7000,,,500,
2009,"3111000107",135,1,85,1,100,,,,,,,100,
2009,"3111000107",136,1,64,1,200,,,,,,,200,
2009,"3111000107",113,7,51,7,5600,,,,,,,800,
2009,"3111000107",153,7,32,7,1400,,,,,,,200,
2009,"3111000107",127,1,4,1,200,,,,,,,200,
2009,"3111000107",120,7,32,,,,,7,3500,,,500,
2009,"3111000107",141,7,1,7,7000,,,,,,,1000,
2009,"3111000107",137,2,85,2,800,,,,,,,400,
2009,"3111000107",107,3,64,3,3000,,,,,,,1000,
2009,"3111000107",116,4,1,0.25,200,,,,,,,800,
2009,"3111000107",156,7,36,3.5,350,,,,,,,100,
2009,"3111000107",144,3,1,0.150000005960464,300,,,,,,,2000,
2009,"3111000107",147,4,1,,,,,,,,,,
2009,"3111000107",108,4,1,3,3000,,,,,,,1000,
2009,"3111000107",150,7,54,0.25,125,,,,,,,500,
2009,"3111000109",108,1,1,3,2400,,,,,,,800,
2009,"3111000109",156,7,85,3,300,,,,,,,100,
2009,"3111000109",113,3,1,,,,,,,4.5,6300,1400,
2009,"3111000109",135,3,64,1,100,,,,,,,100,
2009,"3111000109",146,3,32,2,1000,,,,,,,500,
2009,"3111000109",132,4,64,,,,,48,4800,,,,100
2009,"3111000109",105,2,64,2,2000,,,,,,,1000,
2009,"3111000109",147,4,1,1,1700,,,,,,,1700,
2009,"3111000109",137,4,85,1,500,,,,,,,500,
2009,"3111000109",150,7,52,0.5,250,,,,,,,500,
2009,"3111000109",153,3,75,,,3,3000,,,0.25,250,1000,
2009,"3111000109",149,4,54,2,400,,,,,,,200,
2009,"3111000109",124,1,85,3,600,,,,,,,,200
2009,"3111000109",109,1,64,2,1000,,,,,,,500,
2009,"3111000109",141,2,32,3,1500,,,,,,,500,
2009,"3111000109",151,1,26,,,,,,,1,700,700,
2009,"3111000109",136,3,64,1,500,,,,,,,500,
2009,"3111000109",117,1,1,1,2400,,,,,,,3000,
2009,"3111000109",127,4,4,4,800,,,,,,,100,
2009,"3111000110",153,7,14,7,70000,,,,,,,10000,
2009,"3111000110",141,7,1,,,,,42,63000,,,,1500
2009,"3111000110",150,7,51,2,1000,,,,,,,500,
2009,"3111000110",127,7,16,0.25,2000,,,,,,,8000,
2009,"3111000110",119,2,1,10,40000,,,,,,,4000,
2009,"3111000110",136,7,64,3,3000,,,,,,,1000,
2009,"3111000110",137,3,85,3,1500,,,,,,,500,
2009,"3111000110",139,2,66,,,,,12,2400,,,,200
2009,"3111000110",147,7,1,3,7200,,,,,,,2400,
2009,"3111000110",135,7,64,1,500,,,,,,,500,
2009,"3111000110",113,7,1,,,,,50,50000,,,,1000
2009,"3111000110",156,7,35,7,1400,,,,,,,200,
2009,"3111000111",132,7,64,,,,,21,2100,,,,100
2009,"3111000111",133,7,64,,,,,7,700,,,,100
2009,"3111000111",136,1,85,2,200,,,,,,,100,
2009,"3111000111",117,1,1,1,4000,,,,,,,4000,
2009,"3111000111",137,1,85,1,500,,,,,,,500,
2009,"3111000111",150,7,52,0.5,250,,,,,,,500,
2009,"3111000111",135,1,85,2,100,,,,,,,50,
2009,"3111000111",141,2,32,2,1000,,,,,,,500,
2009,"3111000111",127,1,4,4,200,,,,,,,50,
2009,"3111000111",153,1,32,2.5,500,,,,,,,200,
2009,"3111000111",156,7,85,7,700,,,,,,,100,
2009,"3111000111",113,7,32,,,,,28,14000,,,,500
2009,"3111000112",113,2,32,,,,,,,2,1000,500,
2009,"3111000112",139,5,64,,,,,,,6,3000,500,
2009,"3111000112",150,6,53,,,,,,,0.25,75,300,
2009,"3111000112",156,7,85,,,,,,,2,200,100,
2009,"3111000112",141,2,32,,,,,,,1,500,500,
2009,"3111000112",147,1,35,4,400,,,,,,,100,
2009,"3113000301",153,1,32,2.5,500,,,,,,,200,
2009,"3113000301",111,3,74,,,,,,,3,4500,1500,
2009,"3113000301",150,2,54,1,200,,,,,,,200,
2009,"3113000301",139,7,66,,,,,,,7,7000,1000,
2009,"3113000301",156,7,36,14,1400,,,,,,,100,
2009,"3113000303",113,2,32,6,3000,,,,,,,500,
2009,"3113000303",139,2,21,,,,,2,200,,,,100
2009,"3113000303",141,4,32,2,1000,,,,,,,500,
2009,"3113000303",127,1,4,1,100,,,,,,,100,
2009,"3113000303",116,7,32,12,9600,,,,,,,800,
2009,"3113000303",153,1,32,7,1400,,,,,,,200,
2009,"3113000303",150,7,54,3,300,,,,,,,100,
2009,"3113000304",156,7,35,3,300,,,,,,,100,
2009,"3113000304",150,7,51,0.5,200,,,,,,,500,
2009,"3113000304",141,3,32,3,1500,,,,,,,500,
2009,"3113000304",139,2,66,,,,,,,4,2000,500,
2009,"3113000304",123,2,64,2,1200,,,,,,,600,
2009,"3113000304",153,1,32,,,3,600,,,,,200,
2009,"3113000304",113,5,32,,,,,,,10,6000,600,
2009,"3113000304",116,2,32,4,1600,,,,,,,400,
2009,"3113000305",150,7,52,0.5,200,,,,,,,400,
2009,"3113000305",153,7,77,4,4000,,,,,,,1000,
2009,"3113000305",156,7,36,7,700,,,,,,,100,
2009,"3113000305",141,4,32,4,2000,,,,,,,500,
2009,"3113000305",127,3,4,6,600,,,,,,,100,
2009,"3113000305",111,7,74,4,6000,,,,,,,1500,
2009,"3113000305",139,7,66,,,,,,,7,3500,500,
2009,"3113000305",135,2,85,2,200,,,,,,,100,
2009,"3113000306",139,7,66,,,,,,,7,7000,1000,
2009,"3113000306",150,5,54,2,400,,,,,,,200,
2009,"3113000306",113,2,32,14,7000,,,,,,,500,
2009,"3113000306",127,2,4,1,200,,,,,,,200,
2009,"3113000306",156,7,35,7,1400,,,,,,,200,
2009,"3113000306",153,4,32,4,2000,,,,,,,500,
2009,"3113000307",113,3,32,3,600,,,,,,,200,
2009,"3113000307",111,4,32,6,3000,,,,,,,500,
2009,"3113000307",139,7,64,,,,,,,7,1400,200,
2009,"3113000307",150,7,35,2,200,,,,,,,100,
2009,"3113000308",139,7,64,,,,,7,1400,,,200,
2009,"3113000308",153,7,82,7,1400,,,,,,,200,
2009,"3113000308",135,4,85,2,200,,,,,,,100,
2009,"3113000308",156,7,85,7,700,,,,,,,100,
2009,"3113000308",111,7,29,,,,,,,3,7500,2500,
2009,"3113000308",150,7,54,2,400,,,,,,,200,
2009,"3113000308",127,4,4,4,400,,,,,,,100,
2009,"3113000310",156,7,36,7,700,,,,,2,200,100,
2009,"3113000310",150,7,51,0.5,250,,,,,,,500,
2009,"3113000310",127,2,4,2,400,,,,,,,200,
2009,"3113000310",153,2,30,1,500,,,,,,,500,
2009,"3113000310",135,2,85,2,200,,,,,,,100,
2009,"3113000310",139,7,64,,,,,,,7,3500,500,
2009,"3113000310",111,7,1,2,3000,,,,,,,1000,
2009,"3113000310",141,2,33,2,600,,,,,,,300,
2009,"3113000401",150,4,52,0.5,100,,,,,,,200,
2009,"3113000401",113,7,29,,,,,,,14,19600,1400,
2009,"3113000401",117,2,1,,,,,,,2,4000,3000,
2009,"3113000401",139,3,64,,,,,3,1500,,,,500
2009,"3113000401",161,,,,,,,,2800,,,,
2009,"3113000402",139,7,64,,,,,,,7,3500,500,
2009,"3113000402",150,7,53,1,200,,,,,,,200,
2009,"3113000402",121,1,85,,,,,1,4000,,,4000,
2009,"3113000402",147,7,1,0.25,500,,,,,,,2000,
2009,"3113000402",127,7,4,5,1000,,,,,,,200,
2009,"3113000402",113,7,1,4,6000,,,,,3,4500,1500,
2009,"3113000402",109,1,1,5,10000,,,,,,,2000,
2009,"3113000402",125,7,3,,,,,,,3.5,4200,1200,
2009,"3113000402",117,2,1,,,,,4,8000,,,3000,
2009,"3113000402",153,1,32,1,1000,,,,,,,1000,
2009,"3113000403",127,3,4,,,,,,,6,600,100,
2009,"3113000403",150,7,32,,,,,,,0.5,200,400,
2009,"3113000403",117,4,85,,,,,3,3000,1,1000,1000,1000
2009,"3113000403",141,2,1,,,,,,,2,2400,1200,
2009,"3113000403",125,7,32,,,,,21,4200,,,,200
2009,"3113000403",111,7,29,,,,,,,3,3600,1200,
2009,"3113000404",127,7,32,1,600,,,,,,,600,
2009,"3113000404",135,7,85,4,400,,,,,,,100,
2009,"3113000404",141,3,32,,,,,,,3,3000,1000,
2009,"3113000404",150,7,54,1,200,,,,,,,200,
2009,"3113000404",117,2,1,,,,,2,3000,,,,1500
2009,"3113000404",156,7,85,7,700,,,,,,,100,
2009,"3113000404",125,7,32,,,,,14,2800,,,,200
2009,"3113000404",113,5,32,,,,,,,35,35000,1000,
2009,"3113000405",127,2,4,,,,,,,2,400,200,
2009,"3113000405",147,7,1,1,2000,,,,,,,2000,
2009,"3113000405",153,2,24,2,2400,,,,,,,1200,
2009,"3113000405",113,7,32,,,,,,,17.5,17500,1000,
2009,"3113000405",139,7,32,,,,,,,7,700,100,
2009,"3113000405",157,1,,,,,2000,,,,,,
2009,"3113000405",150,7,54,0.5,100,,,,,,,200,
2009,"3113000405",125,7,32,,,,,21,4200,,,,200
2009,"3113000407",161,,,,,,,,400,,,,
2009,"3113000407",150,7,52,,,,,,,0.5,100,200,
2009,"3113000407",117,3,1,,,,,1.5,3000,,,,2000
2009,"3113000407",139,3,64,,,,,,,3,1500,500,
2009,"3113000407",113,7,29,,,,,,,7,9800,1400,
2009,"3113000407",135,2,64,1,200,,,,,,,200,
2009,"3113000408",141,2,32,,,,,,,4,3200,800,
2009,"3113000408",125,7,32,,,,,10.5,2100,,,200,
2009,"3113000408",113,5,1,,,,,,,10.5,12600,1200,
2009,"3113000408",139,7,75,,,,,,,7,2800,400,
2009,"3113000408",150,7,54,,,,,,,1,200,200,
2009,"3113000408",135,7,64,,,,,,,3,100,100,
2009,"3113000408",120,1,1,,,,,,,1,1500,1500,
2009,"3113000408",127,7,31,,,,,,,1,600,600,
2009,"3113000409",156,7,35,14,700,,,,,,,50,
2009,"3113000409",141,2,33,2,500,,,,,,,250,
2009,"3113000409",119,1,85,,,,,,,1,2000,2000,
2009,"3113000409",125,7,32,,,,,35,7000,,,,200
2009,"3113000409",113,7,77,4,4000,,,,,,,1000,
2009,"3113000409",150,7,52,1,250,,,,,,,250,
2009,"3113000409",139,7,66,,,,,,,14,7000,500,
2009,"3133000101",150,7,51,1,500,,,,,,,500,
2009,"3133000101",123,1,33,2,1200,,,,,,,600,
2009,"3133000101",149,3,54,0.5,50,,,,,,,100,
2009,"3133000101",115,1,32,,,,,3,1500,,,,500
2009,"3133000101",108,7,32,,,,,35,7000,,,,200
2009,"3133000101",131,1,70,,,,,2,2000,,,,1000
2009,"3133000101",139,2,64,4,400,,,,,,,100,
2009,"3133000101",107,1,64,,,,,3,1500,,,,500
2009,"3133000101",105,1,85,2,400,,,,,,,200,
2009,"3133000101",116,7,32,,,,,35,7000,,,,200
2009,"3133000101",141,2,33,,,,,2,1000,,,,500
2009,"3133000102",108,5,22,,,,,1,8500,,,,8500
2009,"3133000102",147,5,54,,,,,,,,,500,
2009,"3133000102",136,2,64,2,1000,,,,,,,500,
2009,"3133000102",139,2,66,2,400,,,,,,,200,
2009,"3133000102",119,1,1,1,4500,,,,,,,4500,
2009,"3133000102",107,2,64,,,,,2,2000,,,,1000
2009,"3133000102",115,4,1,,,,,1,1500,,,,1500
2009,"3133000102",149,7,54,2,200,,,,,,,100,
2009,"3133000102",141,4,32,,,,,4,2000,,,,500
2009,"3133000102",145,3,32,,,,,3,1500,,,,500
2009,"3133000102",150,7,54,0.5,150,,,,,,,300,
2009,"3133000102",106,4,39,,,,,1,2500,,,,2500
2009,"3133000102",127,3,26,1,1200,,,,,,,1200,
2009,"3133000102",105,3,64,,,,,3,3000,,,,1000
2009,"3133000102",123,2,66,2,4000,,,,,,,2000,
2009,"3133000102",117,2,1,1,4500,,,,,,,4500,
2009,"3133000102",146,4,32,,,,,4,4000,,,,1000
2009,"3133000103",139,2,64,2,400,,,,,,,200,
2009,"3133000103",141,7,33,,,,,12,6000,,,,500
2009,"3133000103",150,7,51,1,300,,,,,,,300,
2009,"3133000103",148,2,54,1,50,,,,,,,50,
2009,"3133000103",145,3,32,,,,,12,6000,,,,500
2009,"3133000103",108,3,32,6,3000,,,,,,,500,
2009,"3133000103",113,3,1,,,,,3,3600,,,,1200
2009,"3133000103",115,4,1,,,,,4,4000,,,,1000
2009,"3133000103",125,4,32,,,,,,,16,3200,,200
2009,"3133000103",142,6,32,,,,,12,4800,,,400,
2009,"3133000103",105,2,64,,,,,8,4000,,,,500
2009,"3133000103",135,5,85,3,600,,,,,,,200,
2009,"3133000103",147,4,1,0.75,2000,,,,,,,2400,
2009,"3133000103",136,5,85,5,1000,,,,,,,200,
2009,"3133000103",127,5,4,10,2000,,,,,,,200,
2009,"3133000103",146,4,33,,,,,8,4000,,,,500
2009,"3133000104",127,1,4,1,200,,,,,,,200,
2009,"3133000104",147,7,54,2,1000,,,,,,,500,
2009,"3133000104",115,4,32,,,,,1,200,,,,200
2009,"3133000104",121,1,1,,,1,2000,,,,,,2000
2009,"3133000104",150,7,54,0.300000011920929,100,,,,,,,300,
2009,"3133000104",117,1,1,1,4500,,,,,,,4500,
2009,"3133000104",149,7,54,1,100,,,,,,,100,
2009,"3133000104",145,4,33,,,,,4,1600,,,,400
2009,"3133000104",123,2,66,1,1000,,,,,,,1000,
2009,"3133000104",156,7,83,1,100,,,,,,,100,
2009,"3133000104",105,6,64,,,,,6,3600,,,,600
2009,"3133000104",146,6,33,2,800,,,,,,,400,
2009,"3133000104",135,1,85,1,100,,,,,,,100,
2009,"3133000104",108,4,32,,,,,2,400,,,,200
2009,"3133000105",105,7,64,,,,,28,14000,,,,800
2009,"3133000105",150,7,51,1,500,,,,,,,500,
2009,"3133000105",158,3,26,,,3,2400,,,,,,
2009,"3133000105",108,3,1,15,15000,,,,,,,1000,
2009,"3133000105",141,2,33,,,,,4,2000,,,,500
2009,"3133000105",149,1,54,0.5,50,,,,,,,100,
2009,"3133000105",113,2,1,,,,,6,7200,,,,1200
2009,"3133000105",135,2,85,2,400,,,,,,,200,
2009,"3133000105",147,2,33,2,1000,,,,,,,500,
2009,"3133000105",145,4,33,,,,,4,2000,,,,500
2009,"3133000105",127,2,28,2,600,,,,,,,300,
2009,"3133000105",146,3,33,3,1500,,,,,,,500,
2009,"3133000105",115,1,1,,,,,2,1200,,,,600
2009,"3133000105",107,1,64,2,1000,,,,,,,500,
2009,"3133000105",148,1,54,0.5,50,,,,,,,100,
2009,"3133000105",157,1,,,,,2500,,,,,,
2009,"3133000105",142,2,32,4,800,,,,,,,200,
2009,"3133000105",139,4,64,8,800,,,,,,,100,
2009,"3133000106",108,4,14,1,8000,,,,,,,8000,
2009,"3133000106",150,7,54,1,400,,,,,,,400,
2009,"3133000106",146,3,32,3,3000,,,,,,,1000,
2009,"3133000106",141,2,32,4,4000,,,,,,,1000,
2009,"3133000106",127,7,3,1,1500,,,,,,,1500,
2009,"3133000106",115,2,22,0.5,3000,,,,,,,6000,
2009,"3133000106",138,2,66,,,,,6,600,,,,100
2009,"3133000106",132,7,64,,,,,7,14000,,,,2000
2009,"3133000106",123,2,64,4,2000,,,,,,,500,
2009,"3133000106",107,4,64,4,4000,,,,,,,1000,
2009,"3133000106",139,5,66,,,,,15,1500,,,,100
2009,"3133000106",149,4,54,1,100,,,,,,,100,
2009,"3133000108",142,1,32,2,500,,,,,,,250,
2009,"3133000108",127,5,26,,,,,,,1,800,800,
2009,"3133000108",139,1,66,,,,,3,300,,,,100
2009,"3133000108",147,7,1,1,2800,,,,,,,2800,
2009,"3133000108",138,3,64,,,,,9,900,,,,100
2009,"3133000108",146,1,33,1,500,,,,,,,500,
2009,"3133000108",136,3,85,3,600,,,,,,,200,
2009,"3133000108",107,2,64,,,,,2,2000,,,,1000
2009,"3133000108",135,5,85,1,200,,,,,,,200,
2009,"3133000108",141,7,33,,,,,7,3500,,,,500
2009,"3133000108",108,7,22,,,,,1.5,11250,,,,7500
2009,"3133000108",150,7,51,1,400,,,,,,,400,
2009,"3133000108",149,4,54,2,200,,,,,,,100,
2009,"3133000108",124,1,85,,,,,5,1000,,,,200
2009,"3133000108",115,2,33,,,,,10,2000,,,,200
2009,"3133000108",132,7,22,,,,,3,1500,,,,500
2009,"3133000108",116,7,33,,,,,35,7000,,,,200
2009,"3133000108",148,3,54,3,150,,,,,,,50,
2009,"3133000108",125,1,3,,,,,,,1.5,1350,,900
2009,"3133000109",139,3,66,,,,,12,1200,,,,100
2009,"3133000109",135,2,85,2,200,,,,,,,100,
2009,"3133000109",123,1,66,1,2000,,,,,,,2000,
2009,"3133000109",150,7,54,1,300,,,,,,,300,
2009,"3133000109",132,7,64,,,,,,,7,7000,,1000
2009,"3133000109",127,1,4,1,200,,,,,,,200,
2009,"3133000109",149,3,54,1,100,,,,,,,100,
2009,"3133000109",138,1,66,,,,,4,400,,,,100
2009,"3133000109",108,7,22,1.5,6000,,,,,,,4000,
2009,"3133000109",115,4,22,,,,,1,12000,,,,12000
2009,"3133000109",107,2,64,2,1000,,,,,,,500,
2009,"3133000111",150,7,51,0.5,250,,,,,,,500,
2009,"3133000111",147,3,1,0.5,1300,,,,,,,1300,
2009,"3133000111",125,2,32,,,,,2,400,,,,200
2009,"3133000111",151,1,26,1,800,,,,,,,800,
2009,"3133000111",136,2,64,2,1000,,,,,,,500,
