"year","HHID","h15cq2","h15cq3","h15cq4","h15cq5","h15cq6","h15cq7","h15cq8","h15cq9","h15cq10"
2009,"3041000208",604,,,2800,,,,,
2009,"3041000209",302,,,,,12000,,,
2009,"3041000209",305,,,,,,,12000,
2009,"3041000209",308,3,1,2000,,,,,2000
2009,"3041000209",310,66,,,,,6,6000,1000
2009,"3041000209",451,54,4,200,,,,,50
2009,"3041000209",452,47,2,2000,,,,,1000
2009,"3041000209",454,,,900,,,,,
2009,"3041000209",455,,,800,,,,,
2009,"3041000209",457,84,2,2000,,,,,1000
2009,"3041000209",465,,,1000,,,,,
2009,"3041000209",503,,,20000,,,,,
2009,"3041000210",301,,,20000,,,,,
2009,"3041000210",305,,,12000,,,,,
2009,"3041000210",308,3,2,3600,,,,,1800
2009,"3041000210",309,10,1,1600,,,,,1600
2009,"3041000210",454,,,800,,,,,
2009,"3041000210",455,,,2500,,,,,
2009,"3041000210",461,,,400,,,,,
2009,"3041000210",464,,,400,,,,,
2009,"3041000210",465,,,3500,,,,,
2009,"3041000210",467,,,20000,,,,,
2009,"3041000210",502,,,1000,,,,,
2009,"3041000210",604,,,,,3000,,,
2009,"3041000401",302,,,,,10000,,,
2009,"3041000401",305,,,,,,,10000,
2009,"3041000401",308,3,0.75,1500,,,,,2000
2009,"3041000401",310,66,,,,,8,12000,1500
2009,"3041000401",451,54,7,350,,,,,50
2009,"3041000401",452,47,2,2400,,,,,1200
2009,"3041000401",454,,,1000,,,,,
2009,"3041000401",455,,,900,,,,,
2009,"3041000401",457,84,2,2000,,,,,1000
2009,"3041000401",461,,,4500,,,,,
2009,"3041000401",469,,,24000,,,,,
2009,"3041000401",502,,,4100,,,,,
2009,"3041000401",505,,,,,,,6000,
2009,"3041000401",601,,,3000,,,,,
2009,"3041000402",302,,,,,20000,,,
2009,"3041000402",305,,,300,,,,,
2009,"3041000402",308,3,1,1700,,,,,1700
2009,"3041000402",309,9,0.5,10000,,,,,20000
2009,"3041000402",310,66,,,,,5,5000,1000
2009,"3041000402",451,54,4,400,,,,,100
2009,"3041000402",452,47,3,3600,,,,,1200
2009,"3041000402",454,,,800,,,,,
2009,"3041000402",455,,,3000,,,,,
2009,"3041000402",457,84,1,1000,,,,,1000
2009,"3041000402",463,,,10000,,,,,
2009,"3041000402",464,,,30000,,,,,
2009,"3041000402",467,,,30000,,,,,
2009,"3041000402",502,,,500,,,,,
2009,"3041000402",601,,,2000,,,,,
2009,"3041000402",604,,,2000,,,,,
2009,"3041000403",302,,,,,6000,,,
2009,"3041000403",305,,,,,,,2000,
2009,"3041000403",310,66,,,,,2,2000,1000
2009,"3041000403",452,48,2,400,,,,,200
2009,"3041000403",502,,,3000,,,,,
2009,"3041000404",303,,,,,,,15000,
2009,"3041000404",306,,,,,,,2000,
2009,"3041000404",308,3,0.5,900,,,,,1800
2009,"3041000404",310,66,4,2000,,,,,500
2009,"3041000404",451,54,1,50,,,,,50
2009,"3041000404",452,47,1,1200,,,,,1200
2009,"3041000404",457,84,1,1000,,,,,1000
2009,"3041000404",468,,,,,,,1500,
2009,"3041000404",502,,,3000,,,,,
2009,"3041000404",503,,,15000,,,,,
2009,"3041000406",302,,,,,20000,,,
2009,"3041000406",305,,,1000,,,,,
2009,"3041000406",308,3,1,2000,,,,,2000
2009,"3041000406",309,9,1,17000,,,,,17000
2009,"3041000406",310,66,,,10,10000,,,1000
2009,"3041000406",451,54,6,600,,,,,100
2009,"3041000406",452,47,4,4000,,,,,1000
2009,"3041000406",453,46,1,1000,,,,,1000
2009,"3041000406",455,,,2000,,,,,
2009,"3041000406",457,84,1,1000,,,,,1000
2009,"3041000406",461,,,5000,,,,,
2009,"3041000406",465,,,2000,,,,,
2009,"3041000406",468,,,1000,,,,,
2009,"3041000406",604,,,2000,,,,,
2009,"3041000408",302,,,,,10000,,,
2009,"3041000408",305,,,500,,,,,
2009,"3041000408",308,3,0.5,1000,,,,,2000
2009,"3041000408",309,9,0.5,9000,,,,,18000
2009,"3041000408",451,54,4,200,,,,,50
2009,"3041000408",452,46,9,2700,,,,,300
2009,"3041000409",302,,,,,20000,,,
2009,"3041000409",305,,,1000,,,,,
2009,"3041000409",308,3,0.5,1200,,,,,2400
2009,"3041000409",310,66,,,8,8000,,,1000
2009,"3041000409",451,54,8,400,,,,,50
2009,"3041000409",452,47,4,4800,,,,,1200
2009,"3041000409",455,,,1800,,,,,
2009,"3041000409",502,,,1500,,,,,
2009,"3041000409",604,,,,,1000,,,
2009,"3041000410",302,,,,,3000,,,
2009,"3041000410",305,,,,,,,1500,
2009,"3041000410",452,48,1,200,,,,,200
2009,"3041000410",468,,,500,,,,,
2009,"3041000410",502,,,1200,,,,,
2009,"304100041003",302,,,,,10000,,,
2009,"304100041003",305,,,,,,,9000,
2009,"304100041003",308,3,1,3000,,,,,3000
2009,"304100041003",310,66,,,,,10,10000,1000
2009,"304100041003",451,54,8,400,,,,,50
2009,"304100041003",452,47,1,1500,,,,,1500
2009,"304100041003",457,84,1,1000,,,,,1000
2009,"304100041003",502,,,10000,,,,,
2009,"3041000701",302,,,,,5000,,,
2009,"3041000701",305,,,,,,,10000,
2009,"3041000701",308,4,8,1600,,,,,200
2009,"3041000701",310,66,,,,,10,5000,500
2009,"3041000701",451,54,7,350,,,,,50
2009,"3041000701",452,48,6,1800,,,,,300
2009,"3041000701",502,,,5900,,,,,
2009,"304100070102",302,,,,,2000,,,
2009,"304100070102",305,,,,,,,6000,
2009,"304100070102",308,4,1,300,,,,,300
2009,"304100070102",310,66,,,,,1,500,500
2009,"304100070102",451,54,1,50,,,,,50
2009,"304100070102",452,47,2,600,,,,,300
2009,"304100070102",501,,,8000,,,,,
2009,"304100070103",301,,,20000,,,,,
2009,"304100070103",305,,,6600,,,,,
2009,"304100070103",309,64,60,3000,,,,,500
2009,"304100070103",451,85,4,200,,,,,50
2009,"304100070103",452,47,4,4800,,,,,1200
2009,"304100070103",454,,,1000,,,,,
2009,"304100070103",455,,,2000,,,,,
2009,"304100070103",464,,,30000,,,,,
2009,"304100070103",467,,,15000,,,,,
2009,"304100070103",604,,,2000,,,,,
2009,"304100070105",302,,,,,15000,,,
2009,"304100070105",308,3,0.5,1000,,,,,2000
2009,"304100070105",310,66,,,,,10,10000,1000
2009,"304100070105",451,54,4,200,,,,,50
2009,"304100070105",452,46,16,4800,,,,,300
2009,"304100070105",455,,,1000,,,,,
2009,"304100070105",457,84,1,1000,,,,,1000
2009,"304100070105",467,,,1000,,,,,
2009,"304100070105",604,,,,,,,2500,
2009,"3041000702",302,,,,,7000,,,
2009,"3041000702",304,,,4000,,,,,
2009,"3041000702",305,,,,,,,9000,
2009,"3041000702",308,4,75,1500,,,,,200
2009,"3041000702",309,22,3,10500,,,,,3500
2009,"3041000702",451,54,5,250,,,,,50
2009,"3041000702",452,47,4,4800,,,,,1200
2009,"3041000702",454,,,1000,,,,,
2009,"3041000702",455,,,800,,,,,
2009,"3041000702",457,84,4,1600,,,,,400
2009,"3041000702",467,,,2000,,,,,
2009,"3041000702",502,,,5000,,,,,
2009,"3041000703",301,,,10000,,,,,
2009,"3041000703",305,,,1500,,,,,
2009,"3041000703",308,3,0.5,1000,,,,,2000
2009,"3041000703",309,9,1.5,2550,,,,,1700
2009,"3041000703",451,54,4,200,,,,,50
2009,"3041000703",452,47,4,4800,,,,,1300
2009,"3041000703",453,46,1,1200,,,,,1200
2009,"3041000703",454,,,1000,,,,,
2009,"3041000703",455,,,3500,,,,,
2009,"3041000703",457,84,1,1000,,,,,1000
2009,"3041000703",465,,,500,,,,,
2009,"3041000703",467,,,20000,,,,,
2009,"3041000703",503,,,120000,,,,,
2009,"3041000703",604,,,1000,,,,10000,
2009,"3041000704",302,,,,,6000,,,
2009,"3041000704",305,,,,,,,6000,
2009,"3041000704",308,3,0.5,1000,,,,,2000
2009,"3041000704",310,66,,,,,10,5000,500
2009,"3041000704",451,54,5,250,,,,,50
2009,"3041000704",452,47,1,1500,,,,,1500
2009,"3041000704",457,84,1,1000,,,,,
2009,"3041000704",502,,,14400,,,,,
2009,"3041000705",302,,,,,8000,,,
2009,"3041000705",308,3,0.5,1000,,,,,2000
2009,"3041000705",310,66,,,,,3,3000,1000
2009,"3041000705",451,54,8,400,,,,,50
2009,"3041000705",452,47,3,3600,,,,,1200
2009,"3041000705",455,,,1000,,,,,
2009,"3041000705",457,84,1,1000,,,,,1000
2009,"3041000705",461,,,5000,,,,,
2009,"3041000705",467,,,5000,,,,,
2009,"3041000705",604,,,1000,,,,,
2009,"3041000706",301,,,10000,,,,,
2009,"3041000706",305,,,2000,,,,,
2009,"3041000706",308,3,1,2000,,,,,2000
2009,"3041000706",309,9,1,17000,,,,,17000
2009,"3041000706",451,54,9,450,,,,,50
2009,"3041000706",452,47,12,14400,,,,,1200
2009,"3041000706",454,,,1600,,,,,
2009,"3041000706",455,,,2000,,,,,
2009,"3041000706",461,,,3400,,,,,
2009,"3041000706",467,,,15000,,,,,
2009,"3041000706",503,,,5700,,,,,
2009,"3041000706",601,,,1000,,,,,
2009,"3041000706",604,,,13000,,,,,
2009,"3041000708",302,,,,,10000,,,
2009,"3041000708",305,,,,,,,1000,
2009,"3041000708",308,3,3,8400,,,,,2800
2009,"3041000708",310,66,,,8,8000,,,1000
2009,"3041000708",451,45,8,400,,,,,500
2009,"3041000708",452,47,3,4600,,,,,1400
2009,"3041000708",454,,,1000,,,,,
2009,"3041000708",455,,,800,,,,,
2009,"3041000708",457,84,1,1000,,,,,1000
2009,"3041000708",467,,,1500,,,,,
2009,"3041000708",503,,,8000,,,,,
2009,"3041000708",604,,,1000,,,,,
2009,"304100070802",302,,,,,3000,,,
2009,"304100070802",308,3,1,2400,,,,,2400
2009,"304100070802",310,66,,,,,6,9000,1500
2009,"304100070802",451,54,12,600,,,,,50
2009,"304100070802",452,48,10,2000,,,,,200
2009,"304100070802",454,,,1500,,,,,
2009,"304100070802",455,,,1500,,,,,
2009,"304100070802",502,,,600,,,,,
2009,"304100070803",302,,,,,4000,,,
2009,"304100070803",308,3,1,2000,,,,,2000
2009,"304100070803",310,66,,,4,2000,,,5000
2009,"304100070803",451,54,10,500,,,,,50
2009,"304100070803",452,47,1,1500,,,,,1500
2009,"304100070803",454,,,1000,,,,,
2009,"304100070803",455,,,800,,,,2500,
2009,"304100070803",503,,,10000,,,,,
2009,"3041000710",302,,,,,600000,,,
2009,"3041000710",304,,,50000,,,,,
2009,"3041000710",305,,,8000,,,,,
2009,"3041000710",306,,,22000,,,,,
2009,"3041000710",307,3,3,9900,,,,,3300
2009,"3041000710",308,3,0.5,1000,,,,,2000
2009,"3041000710",309,9,0.5,8500,,,,,17000
2009,"3041000710",451,54,3,150,,,,,50
2009,"3041000710",452,47,1,1200,,,,,1200
2009,"3041000710",453,46,2,4000,,,,,2000
2009,"3041000710",454,,,4000,,,,,
2009,"3041000710",458,,,2400,,,,1200,
2009,"3041000710",462,,,200000,,,,,
2009,"3041000710",467,,,150000,,,,,
2009,"3041000710",469,,,5000,,,,,
2009,"3041000710",604,,,10000,,,,,
2009,"3041000711",302,,,,,6000,,,
2009,"3041000711",308,3,0.25,500,,,,,2000
2009,"3041000711",310,66,,,,,6,6000,1000
2009,"3041000711",451,54,2,100,,,,,50
2009,"3041000711",452,46,4,1200,,,,,300
2009,"3041000711",457,84,1,1000,,,,,1000
2009,"3041000711",604,,,,,,,2000,
2009,"3043000901",302,,,,,10000,,,
2009,"3043000901",305,,,,,,,10000,
2009,"3043000901",308,4,8,1600,,,,,200
2009,"3043000901",310,66,,,,,3,9000,3000
2009,"3043000901",451,54,4,200,,,,,50
2009,"3043000901",452,47,,450,,,,,900
2009,"3043000901",457,84,1,1000,,,,,1000
2009,"3043000901",502,,,1000,,,,,
2009,"3043000904",302,,,,,4000,,,
2009,"3043000904",306,,,,,,,4000,
2009,"3043000904",308,3,1,2000,,,,,2000
2009,"3043000904",310,66,,,8,8000,,,1000
2009,"3043000904",451,54,4,200,,,,,50
2009,"3043000904",452,46,12,2400,,,,,200
2009,"3043000904",457,84,1,1000,,,,,1000
2009,"3043000904",503,,,1000,,,,,
2009,"3043000905",302,,,,,10000,,,
2009,"3043000905",305,,,,,,,15000,
2009,"3043000905",308,3,1,2000,,,,,2000
2009,"3043000905",310,66,,,,,5,10000,2000
2009,"3043000905",451,54,10,500,,,,,50
2009,"3043000905",452,47,5,6000,,,,,1200
2009,"3043000905",455,,,2500,,,,,
2009,"3043000905",456,,,8000,,,,,
2009,"3043000905",457,84,2,2000,,,,,1000
2009,"3043000905",465,,,3000,,,,,
2009,"3043000905",467,,,3000,,,,,
2009,"3043000905",502,,,8000,,,,,
2009,"3043000909",302,,,,,6000,,,
2009,"3043000909",305,,,,,,,18000,
2009,"3043000909",308,3,0.5,1200,,,,,2400
2009,"3043000909",310,66,,,,,10,30000,3000
2009,"3043000909",451,54,6,300,,,,,50
2009,"3043000909",452,47,1,1200,,,,,1200
2009,"3043000909",467,,,1000,,,,9000,
2009,"3043000909",468,,,,,,,400,
2009,"3043000909",502,,,3700,,,,,
2009,"3043000909",604,,,2000,,,,,
2009,"3043000910",302,,,,,20000,,,
2009,"3043000910",306,,,,,,,3000,
2009,"3043000910",308,24,1,1000,,,,,1000
2009,"3043000910",310,66,,,10,10000,,,1000
2009,"3043000910",451,54,2,100,,,,,50
2009,"3043000910",452,47,2,2000,,,,,1000
2009,"3043000910",457,84,1,1000,,,,,1000
2009,"3043000910",468,,,,,,,1000,
2009,"3043000910",503,,,40000,,,,,
2009,"3043000911",302,,,,,24000,,,
2009,"3043000911",305,,,,,,,500,
2009,"3043000911",308,3,0.5,1000,,,,,2000
2009,"3043000911",310,66,,,4,4000,,,1000
2009,"3043000911",451,54,6,300,,,,,50
2009,"3043000911",452,47,6,7200,,,,,1200
2009,"3043000911",455,,,3000,,,,,
2009,"3043000911",457,84,1,1000,,,,,1000
2009,"3043000911",461,,,5000,,,,,
2009,"304300091102",302,,,,,30000,,,
2009,"304300091102",305,,,,,,,1000,
2009,"304300091102",308,3,4,8400,,,,,2100
2009,"304300091102",310,66,5,15000,,,,,3000
2009,"304300091102",451,54,10,500,,,,,50
2009,"304300091102",452,47,8,9600,,,,,1200
2009,"304300091102",454,,,2000,,,,,
2009,"304300091102",455,,,2000,,,,,
2009,"304300091102",457,84,3,3000,,,,,1000
2009,"304300091102",461,,,20000,,,,,
2009,"304300091102",467,,,10000,,,,,
2009,"304300091102",503,,,19000,,,,,
2009,"304300091102",604,,,2500,,,,,
2009,"3043001401",303,,,,,,,5000,
2009,"3043001401",305,,,,,,,8000,
2009,"3043001401",308,4,8,800,,,,,100
2009,"3043001401",310,66,,,,,4,8000,2000
2009,"3043001401",451,54,1,100,,,,,100
2009,"3043001401",452,48,,,,,2,600,300
2009,"3043001402",302,,,,,10000,,,
2009,"3043001402",305,,,,,,,8000,
2009,"3043001402",308,28,4,2000,,,,,500
2009,"3043001402",310,66,,,,,4,8000,2000
2009,"3043001402",451,55,10,500,,,,,50
2009,"3043001402",452,47,3,3600,,,,,1200
2009,"3043001402",455,,,700,,,,,
2009,"3043001402",459,,,6000,,,,,
2009,"3043001402",467,,,10000,,,,,
2009,"3043001402",502,,,10200,,,,,
2009,"3043001402",604,,,1500,,,,,
2009,"3043001403",302,,,,,15000,,,
2009,"3043001403",305,,,,,,,15000,
2009,"3043001403",308,3,1,2800,,,,,2800
2009,"3043001403",309,22,,,2,4000,,,2000
2009,"3043001403",310,66,,,10,10000,,,1000
2009,"3043001403",451,54,4,200,,,,,50
2009,"3043001403",452,47,1,1200,,,,,1200
2009,"3043001403",453,46,1,1500,,,,,1500
2009,"3043001403",454,,,800,,,,,
2009,"3043001403",455,,,1500,,,,,
2009,"3043001403",457,84,1,900,,,,,900
2009,"3043001403",461,,,1000,,,,,
2009,"3043001403",465,,,15000,,,,,
2009,"3043001403",503,,,5500,,,,,
2009,"3043001403",504,,,4000,,,,,
2009,"3043001403",604,,,,,1500,,,
2009,"3043001404",302,,,,,15000,,,
2009,"3043001404",306,,,,,,,11600,
2009,"3043001404",308,3,1,2800,,,,,2800
2009,"3043001404",310,66,,,,,8,8000,1000
2009,"3043001404",451,55,6,300,,,,,50
2009,"3043001404",452,48,4,2400,,,,,600
2009,"3043001404",455,,,1000,,,,,
2009,"3043001404",502,,,12500,,,,,
2009,"3043001405",302,,,,,4500,,,
2009,"3043001405",305,,,,,,,6000,
2009,"3043001405",308,3,0.5,1200,,,,,1200
2009,"3043001405",310,66,3,6000,,,,,2000
2009,"3043001405",451,54,2,100,,,,,50
2009,"3043001405",452,47,1,1400,,,,,1400
2009,"3043001405",502,,,7500,,,,,
2009,"3043001405",503,,,6000,,,,,
2009,"3043001406",302,,,,,20000,,,
2009,"3043001406",305,,,,,,,1000,
2009,"3043001406",308,3,1,2700,,,,,2700
2009,"3043001406",310,66,,,15,15000,,,1000
2009,"3043001406",451,54,10,500,,,,,50
2009,"3043001406",452,47,4,4800,,,,,1200
2009,"3043001406",454,,,1800,,,,,
2009,"3043001406",455,,,2500,,,,,
2009,"3043001406",457,84,1,900,,,,,900
2009,"3043001406",461,,,10000,,,,,
2009,"3043001406",467,,,15000,,,,,
2009,"3043001406",604,,,,,1000,,,
2009,"3043001407",302,,,,,2500,,,
2009,"3043001407",305,,,,,,,6000,
2009,"3043001407",308,28,2,1000,,,,,500
2009,"3043001407",310,66,,,,,4,8000,2000
2009,"3043001407",451,54,3,150,,,,,50
2009,"3043001407",452,48,3,900,,,,,300
2009,"3043001407",468,,,1000,,,,,
2009,"3043001407",502,,,10000,,,,,
2009,"3043001407",503,,,7700,,,,,
2009,"3043001408",302,,,,,40000,,,
2009,"3043001408",305,,,,,,,12000,
2009,"3043001408",308,4,15,1500,,,,,100
2009,"3043001408",310,66,4,8000,,,,,2000
2009,"3043001408",451,54,4,200,,,,,50
2009,"3043001408",452,46,1,1200,,,,,1200
2009,"3043001408",455,,,700,,,,,
2009,"3043001408",457,84,1,900,,,,,900
2009,"3043001408",461,,,5000,,,,,
2009,"3043001408",463,,,10000,,,,,
2009,"3043001408",467,,,6000,,,,,
2009,"3043001408",502,,,150000,,,,,
2009,"3043001409",302,,,,,60000,,,
2009,"3043001409",305,,,1000,,,,,
2009,"3043001409",308,26,6,3600,,,,,600
2009,"3043001409",310,66,,,10,10000,,,1000
2009,"3043001409",451,54,6,300,,,,,50
2009,"3043001409",452,47,12,14400,,,,,1200
2009,"3043001409",455,,,2500,,,,,
2009,"3043001409",457,84,2,1800,,,,,900
2009,"3043001409",461,,,14500,,,,,
2009,"3043001409",467,,,4000,,,,,
2009,"3043001409",503,,,27700,,,,,
2009,"3043001409",604,,,2500,,1000,,,
2009,"3043001410",302,,,,,6000,,,
2009,"3043001410",305,,,,,,,8000,
2009,"3043001410",309,10,2,16000,,,,,8000
2009,"3043001410",451,54,6,300,,,,,50
2009,"3043001410",452,47,5,7000,,,,,1200
2009,"3043001410",454,,,1500,,,,,
2009,"3043001410",455,,,1200,,,,,
2009,"3043001410",457,84,5,5000,,,,,1000
2009,"3043001410",461,,,16000,,,,,
2009,"3043001410",502,,,500,,,,,
2009,"3043001410",503,,,3500,,,,,
2009,"3051000105",301,,,11000,,,,,
2009,"3051000105",302,,,,,25000,,,
2009,"3051000105",305,,,500,,,,,
2009,"3051000105",308,28,4,2000,,,,,500
2009,"3051000105",309,9,1,15000,,,,,15000
2009,"3051000105",310,66,15,30000,,,,,2000
2009,"3051000105",451,54,4,2000,,,,,50
2009,"3051000105",452,47,5,6000,,,,,1200
2009,"3051000105",454,,,1000,,,,,
2009,"3051000105",455,,,1000,,,,,
2009,"3051000105",457,84,1,1000,,,,,1000
2009,"3051000105",461,,,10000,,,,,
2009,"3051000105",467,,,6000,,,,,
2009,"3051000105",503,,,8500,,,,,
2009,"3051000105",604,,,1000,,,,,
2009,"3051000107",302,,,,,30000,,,
2009,"3051000107",305,,,,,,,30000,
2009,"3051000107",308,4,16,3200,,,,,200
2009,"3051000107",310,66,,,,,10,15000,1500
2009,"3051000107",451,54,12,600,,,,,50
2009,"3051000107",452,47,4,4800,,,,,1200
2009,"3051000107",453,46,1,1000,,,,,1000
2009,"3051000107",454,,,700,,,,,
2009,"3051000107",457,84,1,1000,,,,,1000
2009,"3051000107",502,,,12000,,,,,
2009,"3051000107",503,,,25000,,,,,
2009,"3051000109",302,,,,,200000,,,
2009,"3051000109",305,,,,,,,500,
2009,"3051000109",306,,,25000,,,,,
2009,"3051000109",308,3,1,2000,,,,,2000
2009,"3051000109",310,66,4,6000,,,,,1500
2009,"3051000109",451,54,15,750,,,,,50
2009,"3051000109",452,47,1.5,1800,,,,,1200
2009,"3051000109",453,46,4,8000,,,,,2000
2009,"3051000109",454,,,3500,,,,,
2009,"3051000109",455,,,2000,,,,,
2009,"3051000109",457,84,1,1000,,,,,1000
2009,"3051000109",467,,,40000,,,,,
2009,"3051000109",503,,,172000,,,,,
2009,"3051000109",601,,,2000,,,,,
2009,"3051000109",604,,,3000,,,,,
2009,"3051000110",302,,,,,60000,,,
2009,"3051000110",305,,,10000,,,,,
2009,"3051000110",308,3,1.5,4500,,,,,3000
2009,"3051000110",309,9,2,30000,,,,,15000
2009,"3051000110",451,54,8,800,,,,,100
2009,"3051000110",452,47,5,6000,,,,,1200
2009,"3051000110",453,46,2,4000,,,,,2000
2009,"3051000110",454,,,1000,,,,,
2009,"3051000110",455,,,13000,,,,,
2009,"3051000110",457,84,1,1000,,,,,1000
2009,"3051000110",467,,,40000,,,,,
2009,"3051000110",604,,,1500,,,,,
2009,"3063000202",302,,,,,10000,,,
2009,"3063000202",305,,,1000,,,,9000,
2009,"3063000202",310,66,,,,,8,4000,500
2009,"3063000202",452,48,6,1800,,,,,300
2009,"3063000601",302,,,,,15000,,,
2009,"3063000601",305,,,,,,,9000,
2009,"3063000601",310,66,,,,,30,15000,500
2009,"3063000601",451,54,2,200,,,,,100
2009,"3063000601",452,47,2,2000,,,,,1000
2009,"3063000601",502,,,2500,,,,,
2009,"3063000602",302,,,,,3000,,,
2009,"3063000602",305,,,1000,,,,9000,
2009,"3063000602",310,66,,,,,15,7500,500
2009,"3063000602",451,85,2,200,,,,,100
2009,"3063000602",452,48,1,200,,,,,
2009,"3063000602",503,,,16000,,,,,
2009,"3063000603",302,,,,,3000,,,
2009,"3063000603",305,,,,,,,6000,
2009,"3063000603",310,66,,,,,8,4000,500
2009,"3063000603",503,,,800,,,,,
2009,"3063000608",302,,,,,9000,,,
2009,"3063000608",304,,,,,,,18000,
2009,"3063000608",309,64,,,30,30000,,,1000
2009,"3063000608",311,,3,300,,,,,
2009,"3063000608",451,48,2,1000,,,,,500
2009,"3063000609",302,,,,,3000,,,
2009,"3063000609",305,,,,,,,9000,
2009,"3063000609",310,66,,,,,15,7500,500
2009,"3063000609",451,85,2,200,,,,,100
2009,"3063000609",452,48,2,400,,,,,200
2009,"3063000609",503,,,500,,,,,
2009,"3063000610",302,,,,,12000,,,
2009,"3063000610",305,,,1000,,,,9000,
2009,"3063000610",310,66,,,,,15,7500,500
2009,"3063000610",451,85,1,100,,,,,100
2009,"3063000610",452,48,3,900,,,,,300
2009,"3063000612",302,,,,,20000,,,
2009,"3063000612",305,,,,,,,9000,
2009,"3063000612",310,66,,,,,30,15000,500
2009,"3063000612",451,54,3,300,,,,,100
2009,"3063000612",452,47,1,1500,,,,,1500
2009,"3063000701",302,,,,,3000,,,
2009,"3063000701",305,,,,,,,6000,
2009,"3063000701",310,66,,,,,10,5000,500
2009,"3063000703",302,,,,,3000,,,
2009,"3063000703",305,,,,,,,15000,
2009,"3063000703",310,66,,,,,15,7500,500
2009,"3063000704",305,,,,,,,6000,
2009,"3063000704",310,66,,,,,30,15000,300
2009,"3063000704",451,85,4,400,,,,,100
2009,"3063000704",503,,,12000,,,,,
2009,"3063000704",604,,,,,,,500,
2009,"3063000705",302,,,,,300,,,
2009,"3063000705",304,,,,,,,30000,
2009,"3063000705",310,66,,,,,15,7500,500
2009,"3063000705",451,85,2,200,,,,,100
2009,"3063000706",302,,,,,4000,,,
2009,"3063000706",305,,,,,,,9000,
2009,"3063000706",310,66,,,,,15,15000,1000
2009,"3063000706",451,53,4,400,,,,,100
2009,"3063000706",452,48,4,800,,,,,200
2009,"3063000706",505,,,20000,,,,,
2009,"3063000708",302,,,,,10000,,,
2009,"3063000708",305,,,,,,,6000,
2009,"3063000708",310,66,,,,,30,6000,200
2009,"3063000708",451,85,1,,,,,,100
2009,"3063000708",503,,,1500,,,,,
2009,"3063000709",302,,,,,3000,,,
2009,"3063000709",305,,,,,,,6000,
2009,"3063000709",310,66,,,,,30,15000,500
2009,"3063000709",451,85,2,200,,,,,100
2009,"3063000709",452,48,4,800,,,,,200
2009,"3063000709",505,,,20000,,,,,
2009,"3063000709",604,,,1000,,,,,
2009,"3063000710",302,,,,,10000,,,
2009,"3063000710",304,,,,,,,6000,
2009,"3063000710",310,66,,,,,30,15000,500
2009,"3063000710",503,,,5500,,,,,
2009,"3063000711",302,,,,,3000,,,
2009,"3063000711",305,,,,,,,12000,
2009,"3063000711",310,66,,,,,15,7500,500
2009,"3063000711",451,85,1,400,,,,,400
2009,"3071000201",302,,,,,50000,,,
2009,"3071000201",305,,,9000,,,,,
2009,"3071000201",306,,,7000,,,,,
2009,"3071000201",309,9,1,18000,,,,,18000
2009,"3071000201",451,54,,,,,1,50,50
2009,"3071000201",452,47,,,,,2,2400,1200
2009,"3071000201",453,46,,,,,2,4000,2000
2009,"3071000201",454,,,,,,,1000,
2009,"3071000201",455,,,,,,,800,
2009,"3071000201",457,84,,,,,2,2000,1000
2009,"3071000201",464,,,30000,,,,,
2009,"3071000201",467,,,4000,,,,,
2009,"3071000201",502,,,2500,,,,,
2009,"3071000202",301,,,7500,,,,,
2009,"3071000202",305,,,9000,,,,,
2009,"3071000202",308,4,15,3000,,,,,200
2009,"3071000202",309,9,0.5,10000,,,,,20000
2009,"3071000202",451,54,10,1000,,,,,100
2009,"3071000202",452,47,2,2400,,,,,1200
2009,"3071000202",453,46,1,1200,,,,,1200
2009,"3071000202",454,,,1000,,,,,
2009,"3071000202",455,,,3000,,,,,
2009,"3071000202",457,84,2,2000,,,,,1000
2009,"3071000202",465,,,2000,,,,,
2009,"3071000202",502,,,6000,,,,,
2009,"3071000202",503,,,25000,,,,,
2009,"3071000203",302,,,,,50000,,,
2009,"3071000203",305,,,24000,,,,,
2009,"3071000203",308,3,2,4000,,,,,2000
2009,"3071000203",309,10,1.5,27000,,,,,16000
2009,"3071000203",451,54,6,600,,,,,100
2009,"3071000203",452,47,8,9600,,,,,2400
2009,"3071000203",453,46,2,4000,,,,,2000
2009,"3071000203",454,,,1600,,,,,
2009,"3071000203",455,,,3000,,,,,
2009,"3071000203",457,84,4,3600,,,,,900
2009,"3071000203",461,,,3500,,,,,
2009,"3071000203",463,,,1000,,,,,
2009,"3071000203",464,,,60000,,,,,
2009,"3071000203",467,,,20000,,,,,
2009,"3071000203",501,,,3000,,,,,
2009,"3071000203",502,,,10000,,,,,
2009,"3071000203",604,,,1000,,,,,
2009,"3071000207",301,,,8000,,,,,
2009,"3071000207",306,,,4800,,,,,
2009,"3071000207",308,4,28,2800,,,,,100
2009,"3071000207",309,31,28,14000,,,,,500
2009,"3071000207",451,54,1,50,,,,,50
2009,"3071000207",452,48,4,1200,,,,,300
2009,"3071000207",455,,,800,,,,,
2009,"3071000207",467,,,2000,,,,,
2009,"3071000207",468,,,500,,,,,
2009,"3071000207",504,,,2600,,,,,
2009,"3071000208",301,,,15000,,,,,
2009,"3071000208",305,,,12000,,,,,
2009,"3071000208",308,3,1,2000,,,,,2000
2009,"3071000208",309,9,1,18000,,,,,18000
2009,"3071000208",451,54,4,400,,,,,100
